geoName,Realtor,year
Alabama,25,2006-08-31
Alaska,0,2006-08-31
Arizona,18,2006-08-31
Arkansas,27,2006-08-31
California,25,2006-08-31
Colorado,28,2006-08-31
Connecticut,28,2006-08-31
Delaware,37,2006-08-31
District of Columbia,32,2006-08-31
Florida,45,2006-08-31
Georgia,22,2006-08-31
Hawaii,8,2006-08-31
Idaho,12,2006-08-31
Illinois,25,2006-08-31
Indiana,16,2006-08-31
Iowa,24,2006-08-31
Kansas,26,2006-08-31
Kentucky,20,2006-08-31
Louisiana,46,2006-08-31
Maine,28,2006-08-31
Maryland,33,2006-08-31
Massachusetts,19,2006-08-31
Michigan,36,2006-08-31
Minnesota,44,2006-08-31
Mississippi,59,2006-08-31
Missouri,33,2006-08-31
Montana,54,2006-08-31
Nebraska,0,2006-08-31
Nevada,100,2006-08-31
New Hampshire,25,2006-08-31
New Jersey,43,2006-08-31
New Mexico,10,2006-08-31
New York,14,2006-08-31
North Carolina,35,2006-08-31
North Dakota,25,2006-08-31
Ohio,28,2006-08-31
Oklahoma,39,2006-08-31
Oregon,25,2006-08-31
Pennsylvania,20,2006-08-31
Rhode Island,26,2006-08-31
South Carolina,15,2006-08-31
South Dakota,0,2006-08-31
Tennessee,30,2006-08-31
Texas,29,2006-08-31
Utah,15,2006-08-31
Vermont,30,2006-08-31
Virginia,39,2006-08-31
Washington,13,2006-08-31
West Virginia,22,2006-08-31
Wisconsin,0,2006-08-31
Wyoming,88,2006-08-31
Alabama,9,2006-09-30
Alaska,58,2006-09-30
Arizona,70,2006-09-30
Arkansas,16,2006-09-30
California,40,2006-09-30
Colorado,58,2006-09-30
Connecticut,49,2006-09-30
Delaware,67,2006-09-30
District of Columbia,54,2006-09-30
Florida,83,2006-09-30
Georgia,42,2006-09-30
Hawaii,77,2006-09-30
Idaho,63,2006-09-30
Illinois,46,2006-09-30
Indiana,47,2006-09-30
Iowa,11,2006-09-30
Kansas,47,2006-09-30
Kentucky,36,2006-09-30
Louisiana,55,2006-09-30
Maine,0,2006-09-30
Maryland,35,2006-09-30
Massachusetts,50,2006-09-30
Michigan,27,2006-09-30
Minnesota,47,2006-09-30
Mississippi,21,2006-09-30
Missouri,60,2006-09-30
Montana,32,2006-09-30
Nebraska,40,2006-09-30
Nevada,80,2006-09-30
New Hampshire,89,2006-09-30
New Jersey,51,2006-09-30
New Mexico,54,2006-09-30
New York,37,2006-09-30
North Carolina,65,2006-09-30
North Dakota,43,2006-09-30
Ohio,65,2006-09-30
Oklahoma,100,2006-09-30
Oregon,35,2006-09-30
Pennsylvania,61,2006-09-30
Rhode Island,46,2006-09-30
South Carolina,26,2006-09-30
South Dakota,35,2006-09-30
Tennessee,61,2006-09-30
Texas,46,2006-09-30
Utah,71,2006-09-30
Vermont,0,2006-09-30
Virginia,47,2006-09-30
Washington,32,2006-09-30
West Virginia,0,2006-09-30
Wisconsin,29,2006-09-30
Wyoming,51,2006-09-30
Alabama,42,2006-10-31
Alaska,34,2006-10-31
Arizona,35,2006-10-31
Arkansas,20,2006-10-31
California,45,2006-10-31
Colorado,59,2006-10-31
Connecticut,50,2006-10-31
Delaware,81,2006-10-31
District of Columbia,31,2006-10-31
Florida,65,2006-10-31
Georgia,44,2006-10-31
Hawaii,70,2006-10-31
Idaho,71,2006-10-31
Illinois,56,2006-10-31
Indiana,68,2006-10-31
Iowa,12,2006-10-31
Kansas,45,2006-10-31
Kentucky,73,2006-10-31
Louisiana,75,2006-10-31
Maine,59,2006-10-31
Maryland,47,2006-10-31
Massachusetts,28,2006-10-31
Michigan,54,2006-10-31
Minnesota,48,2006-10-31
Mississippi,35,2006-10-31
Missouri,31,2006-10-31
Montana,73,2006-10-31
Nebraska,78,2006-10-31
Nevada,94,2006-10-31
New Hampshire,0,2006-10-31
New Jersey,100,2006-10-31
New Mexico,41,2006-10-31
New York,30,2006-10-31
North Carolina,58,2006-10-31
North Dakota,53,2006-10-31
Ohio,32,2006-10-31
Oklahoma,59,2006-10-31
Oregon,23,2006-10-31
Pennsylvania,51,2006-10-31
Rhode Island,0,2006-10-31
South Carolina,81,2006-10-31
South Dakota,0,2006-10-31
Tennessee,45,2006-10-31
Texas,37,2006-10-31
Utah,42,2006-10-31
Vermont,37,2006-10-31
Virginia,59,2006-10-31
Washington,15,2006-10-31
West Virginia,0,2006-10-31
Wisconsin,50,2006-10-31
Wyoming,0,2006-10-31
Alabama,0,2006-11-30
Alaska,0,2006-11-30
Arizona,35,2006-11-30
Arkansas,0,2006-11-30
California,32,2006-11-30
Colorado,44,2006-11-30
Connecticut,44,2006-11-30
Delaware,0,2006-11-30
District of Columbia,59,2006-11-30
Florida,47,2006-11-30
Georgia,38,2006-11-30
Hawaii,31,2006-11-30
Idaho,21,2006-11-30
Illinois,39,2006-11-30
Indiana,13,2006-11-30
Iowa,57,2006-11-30
Kansas,60,2006-11-30
Kentucky,52,2006-11-30
Louisiana,46,2006-11-30
Maine,69,2006-11-30
Maryland,37,2006-11-30
Massachusetts,22,2006-11-30
Michigan,45,2006-11-30
Minnesota,27,2006-11-30
Mississippi,79,2006-11-30
Missouri,40,2006-11-30
Montana,100,2006-11-30
Nebraska,14,2006-11-30
Nevada,47,2006-11-30
New Hampshire,17,2006-11-30
New Jersey,65,2006-11-30
New Mexico,0,2006-11-30
New York,36,2006-11-30
North Carolina,58,2006-11-30
North Dakota,0,2006-11-30
Ohio,36,2006-11-30
Oklahoma,21,2006-11-30
Oregon,5,2006-11-30
Pennsylvania,32,2006-11-30
Rhode Island,34,2006-11-30
South Carolina,38,2006-11-30
South Dakota,0,2006-11-30
Tennessee,41,2006-11-30
Texas,43,2006-11-30
Utah,19,2006-11-30
Vermont,0,2006-11-30
Virginia,43,2006-11-30
Washington,23,2006-11-30
West Virginia,86,2006-11-30
Wisconsin,31,2006-11-30
Wyoming,53,2006-11-30
Alabama,0,2006-12-31
Alaska,0,2006-12-31
Arizona,35,2006-12-31
Arkansas,0,2006-12-31
California,32,2006-12-31
Colorado,44,2006-12-31
Connecticut,44,2006-12-31
Delaware,0,2006-12-31
District of Columbia,59,2006-12-31
Florida,47,2006-12-31
Georgia,38,2006-12-31
Hawaii,31,2006-12-31
Idaho,21,2006-12-31
Illinois,39,2006-12-31
Indiana,13,2006-12-31
Iowa,57,2006-12-31
Kansas,60,2006-12-31
Kentucky,52,2006-12-31
Louisiana,46,2006-12-31
Maine,69,2006-12-31
Maryland,37,2006-12-31
Massachusetts,22,2006-12-31
Michigan,45,2006-12-31
Minnesota,27,2006-12-31
Mississippi,79,2006-12-31
Missouri,40,2006-12-31
Montana,100,2006-12-31
Nebraska,14,2006-12-31
Nevada,47,2006-12-31
New Hampshire,17,2006-12-31
New Jersey,65,2006-12-31
New Mexico,0,2006-12-31
New York,36,2006-12-31
North Carolina,58,2006-12-31
North Dakota,0,2006-12-31
Ohio,36,2006-12-31
Oklahoma,21,2006-12-31
Oregon,5,2006-12-31
Pennsylvania,32,2006-12-31
Rhode Island,34,2006-12-31
South Carolina,38,2006-12-31
South Dakota,0,2006-12-31
Tennessee,41,2006-12-31
Texas,43,2006-12-31
Utah,19,2006-12-31
Vermont,0,2006-12-31
Virginia,43,2006-12-31
Washington,23,2006-12-31
West Virginia,86,2006-12-31
Wisconsin,31,2006-12-31
Wyoming,53,2006-12-31
Alabama,43,2007-01-31
Alaska,55,2007-01-31
Arizona,58,2007-01-31
Arkansas,18,2007-01-31
California,43,2007-01-31
Colorado,19,2007-01-31
Connecticut,66,2007-01-31
Delaware,68,2007-01-31
District of Columbia,49,2007-01-31
Florida,97,2007-01-31
Georgia,27,2007-01-31
Hawaii,60,2007-01-31
Idaho,19,2007-01-31
Illinois,59,2007-01-31
Indiana,23,2007-01-31
Iowa,10,2007-01-31
Kansas,56,2007-01-31
Kentucky,27,2007-01-31
Louisiana,53,2007-01-31
Maine,34,2007-01-31
Maryland,46,2007-01-31
Massachusetts,41,2007-01-31
Michigan,74,2007-01-31
Minnesota,58,2007-01-31
Mississippi,100,2007-01-31
Missouri,78,2007-01-31
Montana,0,2007-01-31
Nebraska,0,2007-01-31
Nevada,33,2007-01-31
New Hampshire,32,2007-01-31
New Jersey,92,2007-01-31
New Mexico,17,2007-01-31
New York,38,2007-01-31
North Carolina,47,2007-01-31
North Dakota,0,2007-01-31
Ohio,39,2007-01-31
Oklahoma,85,2007-01-31
Oregon,24,2007-01-31
Pennsylvania,57,2007-01-31
Rhode Island,49,2007-01-31
South Carolina,66,2007-01-31
South Dakota,65,2007-01-31
Tennessee,87,2007-01-31
Texas,66,2007-01-31
Utah,42,2007-01-31
Vermont,0,2007-01-31
Virginia,51,2007-01-31
Washington,24,2007-01-31
West Virginia,75,2007-01-31
Wisconsin,54,2007-01-31
Wyoming,49,2007-01-31
Alabama,30,2007-02-28
Alaska,40,2007-02-28
Arizona,23,2007-02-28
Arkansas,26,2007-02-28
California,25,2007-02-28
Colorado,26,2007-02-28
Connecticut,47,2007-02-28
Delaware,67,2007-02-28
District of Columbia,40,2007-02-28
Florida,40,2007-02-28
Georgia,31,2007-02-28
Hawaii,14,2007-02-28
Idaho,39,2007-02-28
Illinois,38,2007-02-28
Indiana,25,2007-02-28
Iowa,16,2007-02-28
Kansas,23,2007-02-28
Kentucky,26,2007-02-28
Louisiana,42,2007-02-28
Maine,63,2007-02-28
Maryland,38,2007-02-28
Massachusetts,27,2007-02-28
Michigan,27,2007-02-28
Minnesota,21,2007-02-28
Mississippi,29,2007-02-28
Missouri,38,2007-02-28
Montana,100,2007-02-28
Nebraska,25,2007-02-28
Nevada,31,2007-02-28
New Hampshire,16,2007-02-28
New Jersey,32,2007-02-28
New Mexico,26,2007-02-28
New York,16,2007-02-28
North Carolina,27,2007-02-28
North Dakota,0,2007-02-28
Ohio,36,2007-02-28
Oklahoma,24,2007-02-28
Oregon,21,2007-02-28
Pennsylvania,38,2007-02-28
Rhode Island,15,2007-02-28
South Carolina,24,2007-02-28
South Dakota,0,2007-02-28
Tennessee,33,2007-02-28
Texas,38,2007-02-28
Utah,16,2007-02-28
Vermont,52,2007-02-28
Virginia,39,2007-02-28
Washington,12,2007-02-28
West Virginia,36,2007-02-28
Wisconsin,18,2007-02-28
Wyoming,70,2007-02-28
Alabama,43,2007-03-31
Alaska,0,2007-03-31
Arizona,25,2007-03-31
Arkansas,24,2007-03-31
California,35,2007-03-31
Colorado,63,2007-03-31
Connecticut,58,2007-03-31
Delaware,52,2007-03-31
District of Columbia,43,2007-03-31
Florida,70,2007-03-31
Georgia,26,2007-03-31
Hawaii,62,2007-03-31
Idaho,70,2007-03-31
Illinois,45,2007-03-31
Indiana,24,2007-03-31
Iowa,15,2007-03-31
Kansas,72,2007-03-31
Kentucky,57,2007-03-31
Louisiana,76,2007-03-31
Maine,49,2007-03-31
Maryland,45,2007-03-31
Massachusetts,25,2007-03-31
Michigan,28,2007-03-31
Minnesota,36,2007-03-31
Mississippi,43,2007-03-31
Missouri,60,2007-03-31
Montana,21,2007-03-31
Nebraska,28,2007-03-31
Nevada,45,2007-03-31
New Hampshire,34,2007-03-31
New Jersey,59,2007-03-31
New Mexico,0,2007-03-31
New York,33,2007-03-31
North Carolina,59,2007-03-31
North Dakota,0,2007-03-31
Ohio,51,2007-03-31
Oklahoma,67,2007-03-31
Oregon,48,2007-03-31
Pennsylvania,48,2007-03-31
Rhode Island,34,2007-03-31
South Carolina,36,2007-03-31
South Dakota,47,2007-03-31
Tennessee,55,2007-03-31
Texas,54,2007-03-31
Utah,49,2007-03-31
Vermont,100,2007-03-31
Virginia,54,2007-03-31
Washington,26,2007-03-31
West Virginia,27,2007-03-31
Wisconsin,51,2007-03-31
Wyoming,70,2007-03-31
Alabama,39,2007-04-30
Alaska,37,2007-04-30
Arizona,39,2007-04-30
Arkansas,65,2007-04-30
California,35,2007-04-30
Colorado,41,2007-04-30
Connecticut,55,2007-04-30
Delaware,24,2007-04-30
District of Columbia,51,2007-04-30
Florida,69,2007-04-30
Georgia,43,2007-04-30
Hawaii,65,2007-04-30
Idaho,50,2007-04-30
Illinois,45,2007-04-30
Indiana,15,2007-04-30
Iowa,36,2007-04-30
Kansas,36,2007-04-30
Kentucky,49,2007-04-30
Louisiana,43,2007-04-30
Maine,56,2007-04-30
Maryland,57,2007-04-30
Massachusetts,40,2007-04-30
Michigan,37,2007-04-30
Minnesota,53,2007-04-30
Mississippi,51,2007-04-30
Missouri,43,2007-04-30
Montana,20,2007-04-30
Nebraska,9,2007-04-30
Nevada,26,2007-04-30
New Hampshire,11,2007-04-30
New Jersey,43,2007-04-30
New Mexico,44,2007-04-30
New York,32,2007-04-30
North Carolina,64,2007-04-30
North Dakota,27,2007-04-30
Ohio,40,2007-04-30
Oklahoma,43,2007-04-30
Oregon,39,2007-04-30
Pennsylvania,44,2007-04-30
Rhode Island,53,2007-04-30
South Carolina,49,2007-04-30
South Dakota,0,2007-04-30
Tennessee,18,2007-04-30
Texas,48,2007-04-30
Utah,29,2007-04-30
Vermont,100,2007-04-30
Virginia,53,2007-04-30
Washington,23,2007-04-30
West Virginia,0,2007-04-30
Wisconsin,30,2007-04-30
Wyoming,33,2007-04-30
Alabama,29,2007-05-31
Alaska,100,2007-05-31
Arizona,48,2007-05-31
Arkansas,88,2007-05-31
California,24,2007-05-31
Colorado,33,2007-05-31
Connecticut,33,2007-05-31
Delaware,50,2007-05-31
District of Columbia,35,2007-05-31
Florida,51,2007-05-31
Georgia,32,2007-05-31
Hawaii,32,2007-05-31
Idaho,34,2007-05-31
Illinois,50,2007-05-31
Indiana,36,2007-05-31
Iowa,34,2007-05-31
Kansas,44,2007-05-31
Kentucky,23,2007-05-31
Louisiana,29,2007-05-31
Maine,44,2007-05-31
Maryland,43,2007-05-31
Massachusetts,21,2007-05-31
Michigan,43,2007-05-31
Minnesota,35,2007-05-31
Mississippi,70,2007-05-31
Missouri,37,2007-05-31
Montana,38,2007-05-31
Nebraska,38,2007-05-31
Nevada,40,2007-05-31
New Hampshire,21,2007-05-31
New Jersey,31,2007-05-31
New Mexico,71,2007-05-31
New York,21,2007-05-31
North Carolina,32,2007-05-31
North Dakota,26,2007-05-31
Ohio,44,2007-05-31
Oklahoma,53,2007-05-31
Oregon,19,2007-05-31
Pennsylvania,40,2007-05-31
Rhode Island,10,2007-05-31
South Carolina,30,2007-05-31
South Dakota,41,2007-05-31
Tennessee,44,2007-05-31
Texas,35,2007-05-31
Utah,30,2007-05-31
Vermont,50,2007-05-31
Virginia,34,2007-05-31
Washington,15,2007-05-31
West Virginia,26,2007-05-31
Wisconsin,22,2007-05-31
Wyoming,31,2007-05-31
Alabama,30,2007-06-30
Alaska,20,2007-06-30
Arizona,59,2007-06-30
Arkansas,46,2007-06-30
California,30,2007-06-30
Colorado,36,2007-06-30
Connecticut,78,2007-06-30
Delaware,63,2007-06-30
District of Columbia,36,2007-06-30
Florida,58,2007-06-30
Georgia,49,2007-06-30
Hawaii,50,2007-06-30
Idaho,43,2007-06-30
Illinois,44,2007-06-30
Indiana,36,2007-06-30
Iowa,25,2007-06-30
Kansas,20,2007-06-30
Kentucky,28,2007-06-30
Louisiana,54,2007-06-30
Maine,54,2007-06-30
Maryland,36,2007-06-30
Massachusetts,56,2007-06-30
Michigan,43,2007-06-30
Minnesota,26,2007-06-30
Mississippi,66,2007-06-30
Missouri,64,2007-06-30
Montana,47,2007-06-30
Nebraska,89,2007-06-30
Nevada,44,2007-06-30
New Hampshire,12,2007-06-30
New Jersey,63,2007-06-30
New Mexico,63,2007-06-30
New York,37,2007-06-30
North Carolina,60,2007-06-30
North Dakota,100,2007-06-30
Ohio,54,2007-06-30
Oklahoma,73,2007-06-30
Oregon,21,2007-06-30
Pennsylvania,46,2007-06-30
Rhode Island,62,2007-06-30
South Carolina,43,2007-06-30
South Dakota,0,2007-06-30
Tennessee,70,2007-06-30
Texas,46,2007-06-30
Utah,25,2007-06-30
Vermont,29,2007-06-30
Virginia,36,2007-06-30
Washington,20,2007-06-30
West Virginia,0,2007-06-30
Wisconsin,34,2007-06-30
Wyoming,75,2007-06-30
Alabama,19,2007-07-31
Alaska,66,2007-07-31
Arizona,41,2007-07-31
Arkansas,9,2007-07-31
California,29,2007-07-31
Colorado,34,2007-07-31
Connecticut,39,2007-07-31
Delaware,0,2007-07-31
District of Columbia,43,2007-07-31
Florida,46,2007-07-31
Georgia,31,2007-07-31
Hawaii,17,2007-07-31
Idaho,12,2007-07-31
Illinois,56,2007-07-31
Indiana,17,2007-07-31
Iowa,39,2007-07-31
Kansas,22,2007-07-31
Kentucky,62,2007-07-31
Louisiana,39,2007-07-31
Maine,33,2007-07-31
Maryland,44,2007-07-31
Massachusetts,25,2007-07-31
Michigan,23,2007-07-31
Minnesota,34,2007-07-31
Mississippi,52,2007-07-31
Missouri,44,2007-07-31
Montana,72,2007-07-31
Nebraska,25,2007-07-31
Nevada,24,2007-07-31
New Hampshire,51,2007-07-31
New Jersey,50,2007-07-31
New Mexico,41,2007-07-31
New York,27,2007-07-31
North Carolina,46,2007-07-31
North Dakota,100,2007-07-31
Ohio,33,2007-07-31
Oklahoma,43,2007-07-31
Oregon,25,2007-07-31
Pennsylvania,46,2007-07-31
Rhode Island,21,2007-07-31
South Carolina,29,2007-07-31
South Dakota,0,2007-07-31
Tennessee,37,2007-07-31
Texas,35,2007-07-31
Utah,10,2007-07-31
Vermont,0,2007-07-31
Virginia,33,2007-07-31
Washington,13,2007-07-31
West Virginia,71,2007-07-31
Wisconsin,17,2007-07-31
Wyoming,30,2007-07-31
Alabama,66,2007-08-31
Alaska,0,2007-08-31
Arizona,47,2007-08-31
Arkansas,39,2007-08-31
California,36,2007-08-31
Colorado,42,2007-08-31
Connecticut,58,2007-08-31
Delaware,76,2007-08-31
District of Columbia,71,2007-08-31
Florida,64,2007-08-31
Georgia,47,2007-08-31
Hawaii,38,2007-08-31
Idaho,51,2007-08-31
Illinois,52,2007-08-31
Indiana,10,2007-08-31
Iowa,47,2007-08-31
Kansas,71,2007-08-31
Kentucky,58,2007-08-31
Louisiana,49,2007-08-31
Maine,64,2007-08-31
Maryland,46,2007-08-31
Massachusetts,26,2007-08-31
Michigan,44,2007-08-31
Minnesota,28,2007-08-31
Mississippi,38,2007-08-31
Missouri,68,2007-08-31
Montana,79,2007-08-31
Nebraska,24,2007-08-31
Nevada,18,2007-08-31
New Hampshire,29,2007-08-31
New Jersey,51,2007-08-31
New Mexico,77,2007-08-31
New York,29,2007-08-31
North Carolina,52,2007-08-31
North Dakota,35,2007-08-31
Ohio,50,2007-08-31
Oklahoma,87,2007-08-31
Oregon,17,2007-08-31
Pennsylvania,44,2007-08-31
Rhode Island,28,2007-08-31
South Carolina,42,2007-08-31
South Dakota,0,2007-08-31
Tennessee,50,2007-08-31
Texas,51,2007-08-31
Utah,37,2007-08-31
Vermont,100,2007-08-31
Virginia,43,2007-08-31
Washington,29,2007-08-31
West Virginia,32,2007-08-31
Wisconsin,26,2007-08-31
Wyoming,44,2007-08-31
Alabama,26,2007-09-30
Alaska,20,2007-09-30
Arizona,42,2007-09-30
Arkansas,33,2007-09-30
California,30,2007-09-30
Colorado,37,2007-09-30
Connecticut,46,2007-09-30
Delaware,100,2007-09-30
District of Columbia,55,2007-09-30
Florida,53,2007-09-30
Georgia,36,2007-09-30
Hawaii,11,2007-09-30
Idaho,44,2007-09-30
Illinois,43,2007-09-30
Indiana,34,2007-09-30
Iowa,48,2007-09-30
Kansas,14,2007-09-30
Kentucky,32,2007-09-30
Louisiana,37,2007-09-30
Maine,80,2007-09-30
Maryland,34,2007-09-30
Massachusetts,28,2007-09-30
Michigan,37,2007-09-30
Minnesota,32,2007-09-30
Mississippi,45,2007-09-30
Missouri,35,2007-09-30
Montana,22,2007-09-30
Nebraska,20,2007-09-30
Nevada,81,2007-09-30
New Hampshire,37,2007-09-30
New Jersey,54,2007-09-30
New Mexico,40,2007-09-30
New York,27,2007-09-30
North Carolina,56,2007-09-30
North Dakota,29,2007-09-30
Ohio,40,2007-09-30
Oklahoma,14,2007-09-30
Oregon,22,2007-09-30
Pennsylvania,58,2007-09-30
Rhode Island,0,2007-09-30
South Carolina,50,2007-09-30
South Dakota,0,2007-09-30
Tennessee,32,2007-09-30
Texas,49,2007-09-30
Utah,45,2007-09-30
Vermont,0,2007-09-30
Virginia,54,2007-09-30
Washington,25,2007-09-30
West Virginia,0,2007-09-30
Wisconsin,29,2007-09-30
Wyoming,0,2007-09-30
Alabama,34,2007-10-31
Alaska,36,2007-10-31
Arizona,73,2007-10-31
Arkansas,79,2007-10-31
California,56,2007-10-31
Colorado,81,2007-10-31
Connecticut,79,2007-10-31
Delaware,56,2007-10-31
District of Columbia,32,2007-10-31
Florida,100,2007-10-31
Georgia,61,2007-10-31
Hawaii,38,2007-10-31
Idaho,50,2007-10-31
Illinois,63,2007-10-31
Indiana,7,2007-10-31
Iowa,56,2007-10-31
Kansas,71,2007-10-31
Kentucky,54,2007-10-31
Louisiana,85,2007-10-31
Maine,45,2007-10-31
Maryland,55,2007-10-31
Massachusetts,52,2007-10-31
Michigan,33,2007-10-31
Minnesota,83,2007-10-31
Mississippi,42,2007-10-31
Missouri,60,2007-10-31
Montana,0,2007-10-31
Nebraska,35,2007-10-31
Nevada,71,2007-10-31
New Hampshire,87,2007-10-31
New Jersey,92,2007-10-31
New Mexico,47,2007-10-31
New York,50,2007-10-31
North Carolina,96,2007-10-31
North Dakota,51,2007-10-31
Ohio,46,2007-10-31
Oklahoma,71,2007-10-31
Oregon,44,2007-10-31
Pennsylvania,59,2007-10-31
Rhode Island,85,2007-10-31
South Carolina,53,2007-10-31
South Dakota,39,2007-10-31
Tennessee,35,2007-10-31
Texas,77,2007-10-31
Utah,44,2007-10-31
Vermont,98,2007-10-31
Virginia,52,2007-10-31
Washington,43,2007-10-31
West Virginia,0,2007-10-31
Wisconsin,50,2007-10-31
Wyoming,0,2007-10-31
Alabama,31,2007-11-30
Alaska,0,2007-11-30
Arizona,37,2007-11-30
Arkansas,67,2007-11-30
California,31,2007-11-30
Colorado,21,2007-11-30
Connecticut,44,2007-11-30
Delaware,0,2007-11-30
District of Columbia,33,2007-11-30
Florida,64,2007-11-30
Georgia,51,2007-11-30
Hawaii,51,2007-11-30
Idaho,0,2007-11-30
Illinois,29,2007-11-30
Indiana,36,2007-11-30
Iowa,19,2007-11-30
Kansas,23,2007-11-30
Kentucky,26,2007-11-30
Louisiana,35,2007-11-30
Maine,44,2007-11-30
Maryland,37,2007-11-30
Massachusetts,33,2007-11-30
Michigan,29,2007-11-30
Minnesota,71,2007-11-30
Mississippi,30,2007-11-30
Missouri,40,2007-11-30
Montana,52,2007-11-30
Nebraska,0,2007-11-30
Nevada,37,2007-11-30
New Hampshire,15,2007-11-30
New Jersey,50,2007-11-30
New Mexico,47,2007-11-30
New York,26,2007-11-30
North Carolina,40,2007-11-30
North Dakota,0,2007-11-30
Ohio,47,2007-11-30
Oklahoma,58,2007-11-30
Oregon,26,2007-11-30
Pennsylvania,34,2007-11-30
Rhode Island,0,2007-11-30
South Carolina,36,2007-11-30
South Dakota,25,2007-11-30
Tennessee,53,2007-11-30
Texas,38,2007-11-30
Utah,30,2007-11-30
Vermont,100,2007-11-30
Virginia,41,2007-11-30
Washington,20,2007-11-30
West Virginia,0,2007-11-30
Wisconsin,22,2007-11-30
Wyoming,0,2007-11-30
Alabama,39,2007-12-31
Alaska,21,2007-12-31
Arizona,42,2007-12-31
Arkansas,35,2007-12-31
California,37,2007-12-31
Colorado,44,2007-12-31
Connecticut,58,2007-12-31
Delaware,100,2007-12-31
District of Columbia,50,2007-12-31
Florida,69,2007-12-31
Georgia,44,2007-12-31
Hawaii,69,2007-12-31
Idaho,43,2007-12-31
Illinois,50,2007-12-31
Indiana,52,2007-12-31
Iowa,49,2007-12-31
Kansas,47,2007-12-31
Kentucky,39,2007-12-31
Louisiana,43,2007-12-31
Maine,52,2007-12-31
Maryland,52,2007-12-31
Massachusetts,42,2007-12-31
Michigan,44,2007-12-31
Minnesota,53,2007-12-31
Mississippi,38,2007-12-31
Missouri,54,2007-12-31
Montana,23,2007-12-31
Nebraska,20,2007-12-31
Nevada,65,2007-12-31
New Hampshire,25,2007-12-31
New Jersey,67,2007-12-31
New Mexico,84,2007-12-31
New York,36,2007-12-31
North Carolina,75,2007-12-31
North Dakota,28,2007-12-31
Ohio,51,2007-12-31
Oklahoma,34,2007-12-31
Oregon,40,2007-12-31
Pennsylvania,52,2007-12-31
Rhode Island,39,2007-12-31
South Carolina,49,2007-12-31
South Dakota,0,2007-12-31
Tennessee,45,2007-12-31
Texas,45,2007-12-31
Utah,38,2007-12-31
Vermont,29,2007-12-31
Virginia,40,2007-12-31
Washington,20,2007-12-31
West Virginia,26,2007-12-31
Wisconsin,45,2007-12-31
Wyoming,35,2007-12-31
Alabama,40,2008-01-31
Alaska,76,2008-01-31
Arizona,65,2008-01-31
Arkansas,56,2008-01-31
California,49,2008-01-31
Colorado,44,2008-01-31
Connecticut,63,2008-01-31
Delaware,0,2008-01-31
District of Columbia,54,2008-01-31
Florida,75,2008-01-31
Georgia,57,2008-01-31
Hawaii,100,2008-01-31
Idaho,0,2008-01-31
Illinois,75,2008-01-31
Indiana,37,2008-01-31
Iowa,48,2008-01-31
Kansas,66,2008-01-31
Kentucky,34,2008-01-31
Louisiana,31,2008-01-31
Maine,65,2008-01-31
Maryland,78,2008-01-31
Massachusetts,53,2008-01-31
Michigan,50,2008-01-31
Minnesota,42,2008-01-31
Mississippi,61,2008-01-31
Missouri,69,2008-01-31
Montana,82,2008-01-31
Nebraska,25,2008-01-31
Nevada,81,2008-01-31
New Hampshire,65,2008-01-31
New Jersey,91,2008-01-31
New Mexico,70,2008-01-31
New York,32,2008-01-31
North Carolina,60,2008-01-31
North Dakota,35,2008-01-31
Ohio,58,2008-01-31
Oklahoma,59,2008-01-31
Oregon,51,2008-01-31
Pennsylvania,68,2008-01-31
Rhode Island,78,2008-01-31
South Carolina,38,2008-01-31
South Dakota,85,2008-01-31
Tennessee,65,2008-01-31
Texas,59,2008-01-31
Utah,71,2008-01-31
Vermont,0,2008-01-31
Virginia,29,2008-01-31
Washington,23,2008-01-31
West Virginia,62,2008-01-31
Wisconsin,62,2008-01-31
Wyoming,42,2008-01-31
Alabama,42,2008-02-29
Alaska,29,2008-02-29
Arizona,84,2008-02-29
Arkansas,59,2008-02-29
California,45,2008-02-29
Colorado,48,2008-02-29
Connecticut,69,2008-02-29
Delaware,0,2008-02-29
District of Columbia,67,2008-02-29
Florida,75,2008-02-29
Georgia,65,2008-02-29
Hawaii,73,2008-02-29
Idaho,37,2008-02-29
Illinois,77,2008-02-29
Indiana,52,2008-02-29
Iowa,93,2008-02-29
Kansas,80,2008-02-29
Kentucky,95,2008-02-29
Louisiana,88,2008-02-29
Maine,64,2008-02-29
Maryland,70,2008-02-29
