geoName,Apartment,year
Alabama,60,2006-08-31
Alaska,41,2006-08-31
Arizona,64,2006-08-31
Arkansas,12,2006-08-31
California,47,2006-08-31
Colorado,34,2006-08-31
Connecticut,17,2006-08-31
Delaware,100,2006-08-31
District of Columbia,63,2006-08-31
Florida,74,2006-08-31
Georgia,56,2006-08-31
Hawaii,43,2006-08-31
Idaho,15,2006-08-31
Illinois,54,2006-08-31
Indiana,22,2006-08-31
Iowa,24,2006-08-31
Kansas,42,2006-08-31
Kentucky,21,2006-08-31
Louisiana,48,2006-08-31
Maine,13,2006-08-31
Maryland,56,2006-08-31
Massachusetts,24,2006-08-31
Michigan,23,2006-08-31
Minnesota,41,2006-08-31
Mississippi,48,2006-08-31
Missouri,36,2006-08-31
Montana,72,2006-08-31
Nebraska,39,2006-08-31
Nevada,42,2006-08-31
New Hampshire,33,2006-08-31
New Jersey,36,2006-08-31
New Mexico,13,2006-08-31
New York,47,2006-08-31
North Carolina,23,2006-08-31
North Dakota,33,2006-08-31
Ohio,33,2006-08-31
Oklahoma,22,2006-08-31
Oregon,34,2006-08-31
Pennsylvania,34,2006-08-31
Rhode Island,35,2006-08-31
South Carolina,72,2006-08-31
South Dakota,0,2006-08-31
Tennessee,40,2006-08-31
Texas,70,2006-08-31
Utah,7,2006-08-31
Vermont,20,2006-08-31
Virginia,37,2006-08-31
Washington,58,2006-08-31
West Virginia,29,2006-08-31
Wisconsin,41,2006-08-31
Wyoming,0,2006-08-31
Alabama,60,2006-09-30
Alaska,34,2006-09-30
Arizona,59,2006-09-30
Arkansas,39,2006-09-30
California,44,2006-09-30
Colorado,30,2006-09-30
Connecticut,33,2006-09-30
Delaware,100,2006-09-30
District of Columbia,48,2006-09-30
Florida,49,2006-09-30
Georgia,50,2006-09-30
Hawaii,27,2006-09-30
Idaho,87,2006-09-30
Illinois,36,2006-09-30
Indiana,49,2006-09-30
Iowa,13,2006-09-30
Kansas,39,2006-09-30
Kentucky,21,2006-09-30
Louisiana,49,2006-09-30
Maine,30,2006-09-30
Maryland,37,2006-09-30
Massachusetts,27,2006-09-30
Michigan,16,2006-09-30
Minnesota,28,2006-09-30
Mississippi,38,2006-09-30
Missouri,27,2006-09-30
Montana,0,2006-09-30
Nebraska,16,2006-09-30
Nevada,41,2006-09-30
New Hampshire,26,2006-09-30
New Jersey,30,2006-09-30
New Mexico,53,2006-09-30
New York,46,2006-09-30
North Carolina,38,2006-09-30
North Dakota,26,2006-09-30
Ohio,25,2006-09-30
Oklahoma,18,2006-09-30
Oregon,21,2006-09-30
Pennsylvania,33,2006-09-30
Rhode Island,37,2006-09-30
South Carolina,26,2006-09-30
South Dakota,62,2006-09-30
Tennessee,36,2006-09-30
Texas,59,2006-09-30
Utah,16,2006-09-30
Vermont,16,2006-09-30
Virginia,32,2006-09-30
Washington,30,2006-09-30
West Virginia,0,2006-09-30
Wisconsin,30,2006-09-30
Wyoming,0,2006-09-30
Alabama,88,2006-10-31
Alaska,55,2006-10-31
Arizona,58,2006-10-31
Arkansas,17,2006-10-31
California,60,2006-10-31
Colorado,38,2006-10-31
Connecticut,31,2006-10-31
Delaware,33,2006-10-31
District of Columbia,48,2006-10-31
Florida,82,2006-10-31
Georgia,67,2006-10-31
Hawaii,14,2006-10-31
Idaho,19,2006-10-31
Illinois,60,2006-10-31
Indiana,50,2006-10-31
Iowa,21,2006-10-31
Kansas,46,2006-10-31
Kentucky,40,2006-10-31
Louisiana,35,2006-10-31
Maine,65,2006-10-31
Maryland,85,2006-10-31
Massachusetts,38,2006-10-31
Michigan,48,2006-10-31
Minnesota,47,2006-10-31
Mississippi,87,2006-10-31
Missouri,66,2006-10-31
Montana,30,2006-10-31
Nebraska,52,2006-10-31
Nevada,33,2006-10-31
New Hampshire,29,2006-10-31
New Jersey,33,2006-10-31
New Mexico,0,2006-10-31
New York,62,2006-10-31
North Carolina,45,2006-10-31
North Dakota,43,2006-10-31
Ohio,42,2006-10-31
Oklahoma,68,2006-10-31
Oregon,42,2006-10-31
Pennsylvania,40,2006-10-31
Rhode Island,76,2006-10-31
South Carolina,33,2006-10-31
South Dakota,100,2006-10-31
Tennessee,37,2006-10-31
Texas,76,2006-10-31
Utah,43,2006-10-31
Vermont,31,2006-10-31
Virginia,49,2006-10-31
Washington,68,2006-10-31
West Virginia,39,2006-10-31
Wisconsin,41,2006-10-31
Wyoming,0,2006-10-31
Alabama,62,2006-11-30
Alaska,0,2006-11-30
Arizona,41,2006-11-30
Arkansas,56,2006-11-30
California,39,2006-11-30
Colorado,25,2006-11-30
Connecticut,31,2006-11-30
Delaware,53,2006-11-30
District of Columbia,45,2006-11-30
Florida,64,2006-11-30
Georgia,59,2006-11-30
Hawaii,100,2006-11-30
Idaho,30,2006-11-30
Illinois,51,2006-11-30
Indiana,41,2006-11-30
Iowa,56,2006-11-30
Kansas,71,2006-11-30
Kentucky,31,2006-11-30
Louisiana,13,2006-11-30
Maine,36,2006-11-30
Maryland,46,2006-11-30
Massachusetts,38,2006-11-30
Michigan,38,2006-11-30
Minnesota,38,2006-11-30
Mississippi,45,2006-11-30
Missouri,47,2006-11-30
Montana,0,2006-11-30
Nebraska,0,2006-11-30
Nevada,25,2006-11-30
New Hampshire,12,2006-11-30
New Jersey,40,2006-11-30
New Mexico,39,2006-11-30
New York,35,2006-11-30
North Carolina,30,2006-11-30
North Dakota,34,2006-11-30
Ohio,36,2006-11-30
Oklahoma,59,2006-11-30
Oregon,30,2006-11-30
Pennsylvania,40,2006-11-30
Rhode Island,36,2006-11-30
South Carolina,53,2006-11-30
South Dakota,50,2006-11-30
Tennessee,37,2006-11-30
Texas,63,2006-11-30
Utah,20,2006-11-30
Vermont,0,2006-11-30
Virginia,34,2006-11-30
Washington,38,2006-11-30
West Virginia,0,2006-11-30
Wisconsin,44,2006-11-30
Wyoming,37,2006-11-30
Alabama,62,2006-12-31
Alaska,0,2006-12-31
Arizona,41,2006-12-31
Arkansas,56,2006-12-31
California,39,2006-12-31
Colorado,25,2006-12-31
Connecticut,31,2006-12-31
Delaware,53,2006-12-31
District of Columbia,45,2006-12-31
Florida,64,2006-12-31
Georgia,59,2006-12-31
Hawaii,100,2006-12-31
Idaho,30,2006-12-31
Illinois,51,2006-12-31
Indiana,41,2006-12-31
Iowa,56,2006-12-31
Kansas,71,2006-12-31
Kentucky,31,2006-12-31
Louisiana,13,2006-12-31
Maine,36,2006-12-31
Maryland,46,2006-12-31
Massachusetts,38,2006-12-31
Michigan,38,2006-12-31
Minnesota,38,2006-12-31
Mississippi,45,2006-12-31
Missouri,47,2006-12-31
Montana,0,2006-12-31
Nebraska,0,2006-12-31
Nevada,25,2006-12-31
New Hampshire,12,2006-12-31
New Jersey,40,2006-12-31
New Mexico,39,2006-12-31
New York,35,2006-12-31
North Carolina,30,2006-12-31
North Dakota,34,2006-12-31
Ohio,36,2006-12-31
Oklahoma,59,2006-12-31
Oregon,30,2006-12-31
Pennsylvania,40,2006-12-31
Rhode Island,36,2006-12-31
South Carolina,53,2006-12-31
South Dakota,50,2006-12-31
Tennessee,37,2006-12-31
Texas,63,2006-12-31
Utah,20,2006-12-31
Vermont,0,2006-12-31
Virginia,34,2006-12-31
Washington,38,2006-12-31
West Virginia,0,2006-12-31
Wisconsin,44,2006-12-31
Wyoming,37,2006-12-31
Alabama,92,2007-01-31
Alaska,0,2007-01-31
Arizona,61,2007-01-31
Arkansas,13,2007-01-31
California,66,2007-01-31
Colorado,69,2007-01-31
Connecticut,47,2007-01-31
Delaware,0,2007-01-31
District of Columbia,59,2007-01-31
Florida,72,2007-01-31
Georgia,64,2007-01-31
Hawaii,0,2007-01-31
Idaho,0,2007-01-31
Illinois,77,2007-01-31
Indiana,56,2007-01-31
Iowa,16,2007-01-31
Kansas,7,2007-01-31
Kentucky,71,2007-01-31
Louisiana,20,2007-01-31
Maine,39,2007-01-31
Maryland,74,2007-01-31
Massachusetts,47,2007-01-31
Michigan,53,2007-01-31
Minnesota,61,2007-01-31
Mississippi,99,2007-01-31
Missouri,45,2007-01-31
Montana,47,2007-01-31
Nebraska,50,2007-01-31
Nevada,34,2007-01-31
New Hampshire,49,2007-01-31
New Jersey,54,2007-01-31
New Mexico,65,2007-01-31
New York,56,2007-01-31
North Carolina,59,2007-01-31
North Dakota,0,2007-01-31
Ohio,38,2007-01-31
Oklahoma,87,2007-01-31
Oregon,37,2007-01-31
Pennsylvania,54,2007-01-31
Rhode Island,50,2007-01-31
South Carolina,44,2007-01-31
South Dakota,100,2007-01-31
Tennessee,33,2007-01-31
Texas,77,2007-01-31
Utah,45,2007-01-31
Vermont,29,2007-01-31
Virginia,65,2007-01-31
Washington,44,2007-01-31
West Virginia,29,2007-01-31
Wisconsin,35,2007-01-31
Wyoming,37,2007-01-31
Alabama,55,2007-02-28
Alaska,19,2007-02-28
Arizona,71,2007-02-28
Arkansas,25,2007-02-28
California,56,2007-02-28
Colorado,48,2007-02-28
Connecticut,25,2007-02-28
Delaware,48,2007-02-28
District of Columbia,66,2007-02-28
Florida,85,2007-02-28
Georgia,68,2007-02-28
Hawaii,52,2007-02-28
Idaho,70,2007-02-28
Illinois,66,2007-02-28
Indiana,85,2007-02-28
Iowa,22,2007-02-28
Kansas,46,2007-02-28
Kentucky,56,2007-02-28
Louisiana,36,2007-02-28
Maine,23,2007-02-28
Maryland,65,2007-02-28
Massachusetts,61,2007-02-28
Michigan,75,2007-02-28
Minnesota,45,2007-02-28
Mississippi,95,2007-02-28
Missouri,60,2007-02-28
Montana,62,2007-02-28
Nebraska,18,2007-02-28
Nevada,59,2007-02-28
New Hampshire,34,2007-02-28
New Jersey,51,2007-02-28
New Mexico,74,2007-02-28
New York,73,2007-02-28
North Carolina,64,2007-02-28
North Dakota,0,2007-02-28
Ohio,43,2007-02-28
Oklahoma,34,2007-02-28
Oregon,20,2007-02-28
Pennsylvania,56,2007-02-28
Rhode Island,55,2007-02-28
South Carolina,70,2007-02-28
South Dakota,45,2007-02-28
Tennessee,47,2007-02-28
Texas,100,2007-02-28
Utah,47,2007-02-28
Vermont,25,2007-02-28
Virginia,72,2007-02-28
Washington,63,2007-02-28
West Virginia,26,2007-02-28
Wisconsin,46,2007-02-28
Wyoming,0,2007-02-28
Alabama,28,2007-03-31
Alaska,18,2007-03-31
Arizona,46,2007-03-31
Arkansas,77,2007-03-31
California,60,2007-03-31
Colorado,71,2007-03-31
Connecticut,47,2007-03-31
Delaware,96,2007-03-31
District of Columbia,59,2007-03-31
Florida,75,2007-03-31
Georgia,74,2007-03-31
Hawaii,29,2007-03-31
Idaho,26,2007-03-31
Illinois,80,2007-03-31
Indiana,22,2007-03-31
Iowa,28,2007-03-31
Kansas,24,2007-03-31
Kentucky,13,2007-03-31
Louisiana,41,2007-03-31
Maine,34,2007-03-31
Maryland,52,2007-03-31
Massachusetts,62,2007-03-31
Michigan,56,2007-03-31
Minnesota,38,2007-03-31
Mississippi,81,2007-03-31
Missouri,46,2007-03-31
Montana,20,2007-03-31
Nebraska,17,2007-03-31
Nevada,49,2007-03-31
New Hampshire,74,2007-03-31
New Jersey,52,2007-03-31
New Mexico,57,2007-03-31
New York,49,2007-03-31
North Carolina,50,2007-03-31
North Dakota,28,2007-03-31
Ohio,61,2007-03-31
Oklahoma,75,2007-03-31
Oregon,73,2007-03-31
Pennsylvania,49,2007-03-31
Rhode Island,52,2007-03-31
South Carolina,45,2007-03-31
South Dakota,22,2007-03-31
Tennessee,62,2007-03-31
Texas,100,2007-03-31
Utah,46,2007-03-31
Vermont,23,2007-03-31
Virginia,69,2007-03-31
Washington,54,2007-03-31
West Virginia,51,2007-03-31
Wisconsin,55,2007-03-31
Wyoming,0,2007-03-31
Alabama,36,2007-04-30
Alaska,59,2007-04-30
Arizona,69,2007-04-30
Arkansas,47,2007-04-30
California,67,2007-04-30
Colorado,67,2007-04-30
Connecticut,56,2007-04-30
Delaware,78,2007-04-30
District of Columbia,98,2007-04-30
Florida,72,2007-04-30
Georgia,81,2007-04-30
Hawaii,60,2007-04-30
Idaho,81,2007-04-30
Illinois,88,2007-04-30
Indiana,66,2007-04-30
Iowa,54,2007-04-30
Kansas,65,2007-04-30
Kentucky,100,2007-04-30
Louisiana,59,2007-04-30
Maine,36,2007-04-30
Maryland,64,2007-04-30
Massachusetts,51,2007-04-30
Michigan,43,2007-04-30
Minnesota,65,2007-04-30
Mississippi,87,2007-04-30
Missouri,62,2007-04-30
Montana,65,2007-04-30
Nebraska,47,2007-04-30
Nevada,63,2007-04-30
New Hampshire,46,2007-04-30
New Jersey,59,2007-04-30
New Mexico,48,2007-04-30
New York,72,2007-04-30
North Carolina,69,2007-04-30
North Dakota,29,2007-04-30
Ohio,57,2007-04-30
Oklahoma,66,2007-04-30
Oregon,42,2007-04-30
Pennsylvania,72,2007-04-30
Rhode Island,11,2007-04-30
South Carolina,88,2007-04-30
South Dakota,48,2007-04-30
Tennessee,82,2007-04-30
Texas,99,2007-04-30
Utah,37,2007-04-30
Vermont,27,2007-04-30
Virginia,80,2007-04-30
Washington,72,2007-04-30
West Virginia,28,2007-04-30
Wisconsin,44,2007-04-30
Wyoming,71,2007-04-30
Alabama,40,2007-05-31
Alaska,78,2007-05-31
Arizona,77,2007-05-31
Arkansas,23,2007-05-31
California,67,2007-05-31
Colorado,44,2007-05-31
Connecticut,56,2007-05-31
Delaware,58,2007-05-31
District of Columbia,61,2007-05-31
Florida,66,2007-05-31
Georgia,57,2007-05-31
Hawaii,38,2007-05-31
Idaho,0,2007-05-31
Illinois,87,2007-05-31
Indiana,42,2007-05-31
Iowa,39,2007-05-31
Kansas,19,2007-05-31
Kentucky,23,2007-05-31
Louisiana,80,2007-05-31
Maine,51,2007-05-31
Maryland,60,2007-05-31
Massachusetts,52,2007-05-31
Michigan,44,2007-05-31
Minnesota,54,2007-05-31
Mississippi,82,2007-05-31
Missouri,72,2007-05-31
Montana,22,2007-05-31
Nebraska,18,2007-05-31
Nevada,47,2007-05-31
New Hampshire,49,2007-05-31
New Jersey,51,2007-05-31
New Mexico,24,2007-05-31
New York,66,2007-05-31
North Carolina,85,2007-05-31
North Dakota,31,2007-05-31
Ohio,49,2007-05-31
Oklahoma,87,2007-05-31
Oregon,47,2007-05-31
Pennsylvania,53,2007-05-31
Rhode Island,48,2007-05-31
South Carolina,64,2007-05-31
South Dakota,24,2007-05-31
Tennessee,48,2007-05-31
Texas,100,2007-05-31
Utah,36,2007-05-31
Vermont,29,2007-05-31
Virginia,69,2007-05-31
Washington,70,2007-05-31
West Virginia,0,2007-05-31
Wisconsin,75,2007-05-31
Wyoming,0,2007-05-31
Alabama,73,2007-06-30
Alaska,75,2007-06-30
Arizona,57,2007-06-30
Arkansas,43,2007-06-30
California,63,2007-06-30
Colorado,62,2007-06-30
Connecticut,62,2007-06-30
Delaware,29,2007-06-30
District of Columbia,81,2007-06-30
Florida,78,2007-06-30
Georgia,64,2007-06-30
Hawaii,9,2007-06-30
Idaho,40,2007-06-30
Illinois,93,2007-06-30
Indiana,63,2007-06-30
Iowa,31,2007-06-30
Kansas,56,2007-06-30
Kentucky,48,2007-06-30
Louisiana,44,2007-06-30
Maine,0,2007-06-30
Maryland,51,2007-06-30
Massachusetts,51,2007-06-30
Michigan,48,2007-06-30
Minnesota,71,2007-06-30
Mississippi,91,2007-06-30
Missouri,64,2007-06-30
Montana,22,2007-06-30
Nebraska,73,2007-06-30
Nevada,27,2007-06-30
New Hampshire,34,2007-06-30
New Jersey,73,2007-06-30
New Mexico,0,2007-06-30
New York,75,2007-06-30
North Carolina,56,2007-06-30
North Dakota,31,2007-06-30
Ohio,34,2007-06-30
Oklahoma,37,2007-06-30
Oregon,54,2007-06-30
Pennsylvania,56,2007-06-30
Rhode Island,34,2007-06-30
South Carolina,51,2007-06-30
South Dakota,23,2007-06-30
Tennessee,65,2007-06-30
Texas,98,2007-06-30
Utah,100,2007-06-30
Vermont,27,2007-06-30
Virginia,84,2007-06-30
Washington,87,2007-06-30
West Virginia,56,2007-06-30
Wisconsin,46,2007-06-30
Wyoming,34,2007-06-30
Alabama,49,2007-07-31
Alaska,37,2007-07-31
Arizona,57,2007-07-31
Arkansas,31,2007-07-31
California,53,2007-07-31
Colorado,57,2007-07-31
Connecticut,34,2007-07-31
Delaware,60,2007-07-31
District of Columbia,70,2007-07-31
Florida,84,2007-07-31
Georgia,67,2007-07-31
Hawaii,85,2007-07-31
Idaho,39,2007-07-31
Illinois,76,2007-07-31
Indiana,43,2007-07-31
Iowa,22,2007-07-31
Kansas,56,2007-07-31
Kentucky,46,2007-07-31
Louisiana,22,2007-07-31
Maine,100,2007-07-31
Maryland,73,2007-07-31
Massachusetts,67,2007-07-31
Michigan,53,2007-07-31
Minnesota,61,2007-07-31
Mississippi,69,2007-07-31
Missouri,57,2007-07-31
Montana,62,2007-07-31
Nebraska,57,2007-07-31
Nevada,55,2007-07-31
New Hampshire,35,2007-07-31
New Jersey,65,2007-07-31
New Mexico,35,2007-07-31
New York,72,2007-07-31
North Carolina,49,2007-07-31
North Dakota,85,2007-07-31
Ohio,46,2007-07-31
Oklahoma,85,2007-07-31
Oregon,51,2007-07-31
Pennsylvania,67,2007-07-31
Rhode Island,23,2007-07-31
South Carolina,55,2007-07-31
South Dakota,0,2007-07-31
Tennessee,48,2007-07-31
Texas,92,2007-07-31
Utah,64,2007-07-31
Vermont,55,2007-07-31
Virginia,60,2007-07-31
Washington,75,2007-07-31
West Virginia,0,2007-07-31
Wisconsin,54,2007-07-31
Wyoming,0,2007-07-31
Alabama,51,2007-08-31
Alaska,62,2007-08-31
Arizona,86,2007-08-31
Arkansas,23,2007-08-31
California,66,2007-08-31
Colorado,80,2007-08-31
Connecticut,70,2007-08-31
Delaware,0,2007-08-31
District of Columbia,70,2007-08-31
Florida,69,2007-08-31
Georgia,49,2007-08-31
Hawaii,66,2007-08-31
Idaho,0,2007-08-31
Illinois,71,2007-08-31
Indiana,38,2007-08-31
Iowa,25,2007-08-31
Kansas,28,2007-08-31
Kentucky,18,2007-08-31
Louisiana,36,2007-08-31
Maine,14,2007-08-31
Maryland,63,2007-08-31
Massachusetts,55,2007-08-31
Michigan,41,2007-08-31
Minnesota,47,2007-08-31
Mississippi,100,2007-08-31
Missouri,43,2007-08-31
Montana,0,2007-08-31
Nebraska,21,2007-08-31
Nevada,81,2007-08-31
New Hampshire,38,2007-08-31
New Jersey,55,2007-08-31
New Mexico,40,2007-08-31
New York,75,2007-08-31
North Carolina,78,2007-08-31
North Dakota,60,2007-08-31
Ohio,34,2007-08-31
Oklahoma,69,2007-08-31
Oregon,41,2007-08-31
Pennsylvania,50,2007-08-31
Rhode Island,12,2007-08-31
South Carolina,73,2007-08-31
South Dakota,47,2007-08-31
Tennessee,36,2007-08-31
Texas,67,2007-08-31
Utah,13,2007-08-31
Vermont,29,2007-08-31
Virginia,66,2007-08-31
Washington,61,2007-08-31
West Virginia,28,2007-08-31
Wisconsin,39,2007-08-31
Wyoming,0,2007-08-31
Alabama,35,2007-09-30
Alaska,18,2007-09-30
Arizona,80,2007-09-30
Arkansas,89,2007-09-30
California,50,2007-09-30
Colorado,38,2007-09-30
Connecticut,37,2007-09-30
Delaware,89,2007-09-30
District of Columbia,72,2007-09-30
Florida,72,2007-09-30
Georgia,67,2007-09-30
Hawaii,10,2007-09-30
Idaho,13,2007-09-30
Illinois,63,2007-09-30
Indiana,41,2007-09-30
Iowa,50,2007-09-30
Kansas,49,2007-09-30
Kentucky,40,2007-09-30
Louisiana,44,2007-09-30
Maine,48,2007-09-30
Maryland,66,2007-09-30
Massachusetts,32,2007-09-30
Michigan,49,2007-09-30
Minnesota,53,2007-09-30
Mississippi,61,2007-09-30
Missouri,47,2007-09-30
Montana,100,2007-09-30
Nebraska,45,2007-09-30
Nevada,65,2007-09-30
New Hampshire,33,2007-09-30
New Jersey,53,2007-09-30
New Mexico,48,2007-09-30
New York,69,2007-09-30
North Carolina,69,2007-09-30
North Dakota,26,2007-09-30
Ohio,50,2007-09-30
Oklahoma,43,2007-09-30
Oregon,29,2007-09-30
Pennsylvania,41,2007-09-30
Rhode Island,44,2007-09-30
South Carolina,55,2007-09-30
South Dakota,0,2007-09-30
Tennessee,40,2007-09-30
Texas,73,2007-09-30
Utah,17,2007-09-30
Vermont,74,2007-09-30
Virginia,59,2007-09-30
Washington,52,2007-09-30
West Virginia,0,2007-09-30
Wisconsin,45,2007-09-30
Wyoming,0,2007-09-30
Alabama,27,2007-10-31
Alaska,0,2007-10-31
Arizona,63,2007-10-31
Arkansas,24,2007-10-31
California,50,2007-10-31
Colorado,60,2007-10-31
Connecticut,24,2007-10-31
Delaware,33,2007-10-31
District of Columbia,80,2007-10-31
Florida,71,2007-10-31
Georgia,77,2007-10-31
Hawaii,69,2007-10-31
Idaho,45,2007-10-31
Illinois,73,2007-10-31
Indiana,57,2007-10-31
Iowa,42,2007-10-31
Kansas,49,2007-10-31
Kentucky,55,2007-10-31
Louisiana,64,2007-10-31
Maine,27,2007-10-31
Maryland,80,2007-10-31
Massachusetts,46,2007-10-31
Michigan,57,2007-10-31
Minnesota,25,2007-10-31
Mississippi,100,2007-10-31
Missouri,67,2007-10-31
Montana,72,2007-10-31
Nebraska,42,2007-10-31
Nevada,60,2007-10-31
New Hampshire,39,2007-10-31
New Jersey,54,2007-10-31
New Mexico,42,2007-10-31
New York,67,2007-10-31
North Carolina,66,2007-10-31
North Dakota,92,2007-10-31
Ohio,43,2007-10-31
Oklahoma,64,2007-10-31
Oregon,45,2007-10-31
Pennsylvania,55,2007-10-31
Rhode Island,51,2007-10-31
South Carolina,64,2007-10-31
South Dakota,24,2007-10-31
Tennessee,50,2007-10-31
Texas,79,2007-10-31
Utah,26,2007-10-31
Vermont,29,2007-10-31
Virginia,60,2007-10-31
Washington,59,2007-10-31
West Virginia,0,2007-10-31
Wisconsin,46,2007-10-31
Wyoming,76,2007-10-31
Alabama,82,2007-11-30
Alaska,0,2007-11-30
Arizona,62,2007-11-30
Arkansas,52,2007-11-30
California,53,2007-11-30
Colorado,57,2007-11-30
Connecticut,29,2007-11-30
Delaware,74,2007-11-30
District of Columbia,67,2007-11-30
Florida,90,2007-11-30
Georgia,70,2007-11-30
Hawaii,37,2007-11-30
Idaho,48,2007-11-30
Illinois,55,2007-11-30
Indiana,44,2007-11-30
Iowa,18,2007-11-30
Kansas,53,2007-11-30
Kentucky,39,2007-11-30
Louisiana,47,2007-11-30
Maine,57,2007-11-30
Maryland,55,2007-11-30
Massachusetts,52,2007-11-30
Michigan,40,2007-11-30
Minnesota,56,2007-11-30
Mississippi,100,2007-11-30
Missouri,41,2007-11-30
Montana,50,2007-11-30
Nebraska,33,2007-11-30
Nevada,36,2007-11-30
New Hampshire,56,2007-11-30
New Jersey,60,2007-11-30
New Mexico,30,2007-11-30
New York,46,2007-11-30
North Carolina,72,2007-11-30
North Dakota,67,2007-11-30
Ohio,35,2007-11-30
Oklahoma,64,2007-11-30
Oregon,46,2007-11-30
Pennsylvania,45,2007-11-30
Rhode Island,14,2007-11-30
South Carolina,76,2007-11-30
South Dakota,98,2007-11-30
Tennessee,55,2007-11-30
Texas,86,2007-11-30
Utah,43,2007-11-30
Vermont,32,2007-11-30
Virginia,56,2007-11-30
Washington,53,2007-11-30
West Virginia,30,2007-11-30
Wisconsin,60,2007-11-30
Wyoming,40,2007-11-30
Alabama,98,2007-12-31
Alaska,29,2007-12-31
Arizona,62,2007-12-31
Arkansas,25,2007-12-31
California,47,2007-12-31
Colorado,49,2007-12-31
Connecticut,33,2007-12-31
Delaware,48,2007-12-31
District of Columbia,56,2007-12-31
Florida,78,2007-12-31
Georgia,67,2007-12-31
Hawaii,82,2007-12-31
Idaho,10,2007-12-31
Illinois,63,2007-12-31
Indiana,62,2007-12-31
Iowa,35,2007-12-31
Kansas,58,2007-12-31
Kentucky,22,2007-12-31
Louisiana,43,2007-12-31
Maine,46,2007-12-31
Maryland,81,2007-12-31
Massachusetts,52,2007-12-31
Michigan,50,2007-12-31
Minnesota,62,2007-12-31
Mississippi,63,2007-12-31
Missouri,49,2007-12-31
Montana,16,2007-12-31
Nebraska,22,2007-12-31
Nevada,46,2007-12-31
New Hampshire,36,2007-12-31
New Jersey,55,2007-12-31
New Mexico,100,2007-12-31
New York,56,2007-12-31
North Carolina,72,2007-12-31
North Dakota,41,2007-12-31
Ohio,40,2007-12-31
Oklahoma,59,2007-12-31
Oregon,39,2007-12-31
Pennsylvania,55,2007-12-31
Rhode Island,55,2007-12-31
South Carolina,56,2007-12-31
South Dakota,16,2007-12-31
Tennessee,55,2007-12-31
Texas,70,2007-12-31
Utah,32,2007-12-31
Vermont,42,2007-12-31
Virginia,49,2007-12-31
Washington,71,2007-12-31
West Virginia,0,2007-12-31
Wisconsin,30,2007-12-31
Wyoming,25,2007-12-31
Alabama,65,2008-01-31
Alaska,32,2008-01-31
Arizona,64,2008-01-31
Arkansas,44,2008-01-31
California,54,2008-01-31
Colorado,55,2008-01-31
Connecticut,33,2008-01-31
Delaware,100,2008-01-31
District of Columbia,82,2008-01-31
Florida,67,2008-01-31
Georgia,68,2008-01-31
Hawaii,45,2008-01-31
Idaho,11,2008-01-31
Illinois,63,2008-01-31
Indiana,56,2008-01-31
Iowa,36,2008-01-31
Kansas,57,2008-01-31
Kentucky,25,2008-01-31
Louisiana,58,2008-01-31
Maine,20,2008-01-31
Maryland,62,2008-01-31
Massachusetts,63,2008-01-31
Michigan,51,2008-01-31
Minnesota,43,2008-01-31
Mississippi,38,2008-01-31
Missouri,45,2008-01-31
Montana,51,2008-01-31
Nebraska,39,2008-01-31
Nevada,25,2008-01-31
New Hampshire,40,2008-01-31
New Jersey,63,2008-01-31
New Mexico,22,2008-01-31
New York,47,2008-01-31
North Carolina,63,2008-01-31
North Dakota,22,2008-01-31
Ohio,34,2008-01-31
Oklahoma,53,2008-01-31
Oregon,41,2008-01-31
Pennsylvania,55,2008-01-31
Rhode Island,10,2008-01-31
South Carolina,33,2008-01-31
South Dakota,71,2008-01-31
Tennessee,50,2008-01-31
Texas,75,2008-01-31
Utah,55,2008-01-31
Vermont,0,2008-01-31
Virginia,44,2008-01-31
Washington,59,2008-01-31
West Virginia,19,2008-01-31
Wisconsin,42,2008-01-31
Wyoming,53,2008-01-31
Alabama,74,2008-02-29
Alaska,79,2008-02-29
Arizona,84,2008-02-29
Arkansas,59,2008-02-29
California,61,2008-02-29
Colorado,73,2008-02-29
Connecticut,53,2008-02-29
Delaware,81,2008-02-29
District of Columbia,80,2008-02-29
Florida,75,2008-02-29
Georgia,81,2008-02-29
Hawaii,78,2008-02-29
Idaho,25,2008-02-29
Illinois,88,2008-02-29
Indiana,66,2008-02-29
Iowa,28,2008-02-29
Kansas,48,2008-02-29
Kentucky,53,2008-02-29
Louisiana,81,2008-02-29
