geoName,Real Estate Listings,year
Alabama,0,2006-08-31
Alaska,0,2006-08-31
Arizona,20,2006-08-31
Arkansas,0,2006-08-31
California,15,2006-08-31
Colorado,7,2006-08-31
Connecticut,21,2006-08-31
Delaware,0,2006-08-31
District of Columbia,25,2006-08-31
Florida,8,2006-08-31
Georgia,15,2006-08-31
Hawaii,27,2006-08-31
Idaho,0,2006-08-31
Illinois,21,2006-08-31
Indiana,22,2006-08-31
Iowa,0,2006-08-31
Kansas,0,2006-08-31
Kentucky,13,2006-08-31
Louisiana,35,2006-08-31
Maine,0,2006-08-31
Maryland,30,2006-08-31
Massachusetts,16,2006-08-31
Michigan,21,2006-08-31
Minnesota,22,2006-08-31
Mississippi,0,2006-08-31
Missouri,7,2006-08-31
Montana,0,2006-08-31
Nebraska,0,2006-08-31
Nevada,0,2006-08-31
New Hampshire,0,2006-08-31
New Jersey,14,2006-08-31
New Mexico,0,2006-08-31
New York,14,2006-08-31
North Carolina,16,2006-08-31
North Dakota,0,2006-08-31
Ohio,22,2006-08-31
Oklahoma,0,2006-08-31
Oregon,10,2006-08-31
Pennsylvania,3,2006-08-31
Rhode Island,0,2006-08-31
South Carolina,33,2006-08-31
South Dakota,0,2006-08-31
Tennessee,10,2006-08-31
Texas,17,2006-08-31
Utah,34,2006-08-31
Vermont,0,2006-08-31
Virginia,13,2006-08-31
Washington,20,2006-08-31
West Virginia,0,2006-08-31
Wisconsin,0,2006-08-31
Wyoming,100,2006-08-31
Alabama,100,2006-09-30
Alaska,0,2006-09-30
Arizona,60,2006-09-30
Arkansas,0,2006-09-30
California,38,2006-09-30
Colorado,63,2006-09-30
Connecticut,0,2006-09-30
Delaware,0,2006-09-30
District of Columbia,0,2006-09-30
Florida,46,2006-09-30
Georgia,79,2006-09-30
Hawaii,0,2006-09-30
Idaho,0,2006-09-30
Illinois,44,2006-09-30
Indiana,32,2006-09-30
Iowa,0,2006-09-30
Kansas,51,2006-09-30
Kentucky,0,2006-09-30
Louisiana,0,2006-09-30
Maine,0,2006-09-30
Maryland,0,2006-09-30
Massachusetts,58,2006-09-30
Michigan,88,2006-09-30
Minnesota,64,2006-09-30
Mississippi,0,2006-09-30
Missouri,61,2006-09-30
Montana,0,2006-09-30
Nebraska,0,2006-09-30
Nevada,62,2006-09-30
New Hampshire,0,2006-09-30
New Jersey,63,2006-09-30
New Mexico,97,2006-09-30
New York,35,2006-09-30
North Carolina,48,2006-09-30
North Dakota,0,2006-09-30
Ohio,50,2006-09-30
Oklahoma,0,2006-09-30
Oregon,54,2006-09-30
Pennsylvania,10,2006-09-30
Rhode Island,0,2006-09-30
South Carolina,95,2006-09-30
South Dakota,0,2006-09-30
Tennessee,90,2006-09-30
Texas,37,2006-09-30
Utah,48,2006-09-30
Vermont,0,2006-09-30
Virginia,26,2006-09-30
Washington,14,2006-09-30
West Virginia,0,2006-09-30
Wisconsin,0,2006-09-30
Wyoming,0,2006-09-30
Alabama,0,2006-10-31
Alaska,0,2006-10-31
Arizona,25,2006-10-31
Arkansas,78,2006-10-31
California,18,2006-10-31
Colorado,0,2006-10-31
Connecticut,12,2006-10-31
Delaware,0,2006-10-31
District of Columbia,10,2006-10-31
Florida,16,2006-10-31
Georgia,14,2006-10-31
Hawaii,0,2006-10-31
Idaho,0,2006-10-31
Illinois,25,2006-10-31
Indiana,13,2006-10-31
Iowa,24,2006-10-31
Kansas,0,2006-10-31
Kentucky,15,2006-10-31
Louisiana,41,2006-10-31
Maine,0,2006-10-31
Maryland,27,2006-10-31
Massachusetts,24,2006-10-31
Michigan,12,2006-10-31
Minnesota,25,2006-10-31
Mississippi,0,2006-10-31
Missouri,25,2006-10-31
Montana,0,2006-10-31
Nebraska,0,2006-10-31
Nevada,25,2006-10-31
New Hampshire,0,2006-10-31
New Jersey,15,2006-10-31
New Mexico,79,2006-10-31
New York,12,2006-10-31
North Carolina,32,2006-10-31
North Dakota,100,2006-10-31
Ohio,10,2006-10-31
Oklahoma,22,2006-10-31
Oregon,22,2006-10-31
Pennsylvania,12,2006-10-31
Rhode Island,70,2006-10-31
South Carolina,19,2006-10-31
South Dakota,0,2006-10-31
Tennessee,24,2006-10-31
Texas,16,2006-10-31
Utah,0,2006-10-31
Vermont,0,2006-10-31
Virginia,11,2006-10-31
Washington,6,2006-10-31
West Virginia,0,2006-10-31
Wisconsin,9,2006-10-31
Wyoming,0,2006-10-31
Alabama,0,2006-11-30
Alaska,0,2006-11-30
Arizona,35,2006-11-30
Arkansas,0,2006-11-30
California,21,2006-11-30
Colorado,48,2006-11-30
Connecticut,0,2006-11-30
Delaware,0,2006-11-30
District of Columbia,0,2006-11-30
Florida,40,2006-11-30
Georgia,34,2006-11-30
Hawaii,0,2006-11-30
Idaho,0,2006-11-30
Illinois,15,2006-11-30
Indiana,19,2006-11-30
Iowa,34,2006-11-30
Kansas,60,2006-11-30
Kentucky,0,2006-11-30
Louisiana,0,2006-11-30
Maine,0,2006-11-30
Maryland,37,2006-11-30
Massachusetts,40,2006-11-30
Michigan,25,2006-11-30
Minnesota,35,2006-11-30
Mississippi,0,2006-11-30
Missouri,24,2006-11-30
Montana,100,2006-11-30
Nebraska,0,2006-11-30
Nevada,0,2006-11-30
New Hampshire,0,2006-11-30
New Jersey,27,2006-11-30
New Mexico,0,2006-11-30
New York,17,2006-11-30
North Carolina,18,2006-11-30
North Dakota,0,2006-11-30
Ohio,22,2006-11-30
Oklahoma,0,2006-11-30
Oregon,63,2006-11-30
Pennsylvania,40,2006-11-30
Rhode Island,51,2006-11-30
South Carolina,0,2006-11-30
South Dakota,0,2006-11-30
Tennessee,35,2006-11-30
Texas,22,2006-11-30
Utah,0,2006-11-30
Vermont,0,2006-11-30
Virginia,41,2006-11-30
Washington,34,2006-11-30
West Virginia,0,2006-11-30
Wisconsin,27,2006-11-30
Wyoming,0,2006-11-30
Alabama,0,2006-12-31
Alaska,0,2006-12-31
Arizona,35,2006-12-31
Arkansas,0,2006-12-31
California,21,2006-12-31
Colorado,48,2006-12-31
Connecticut,0,2006-12-31
Delaware,0,2006-12-31
District of Columbia,0,2006-12-31
Florida,40,2006-12-31
Georgia,34,2006-12-31
Hawaii,0,2006-12-31
Idaho,0,2006-12-31
Illinois,15,2006-12-31
Indiana,19,2006-12-31
Iowa,34,2006-12-31
Kansas,60,2006-12-31
Kentucky,0,2006-12-31
Louisiana,0,2006-12-31
Maine,0,2006-12-31
Maryland,37,2006-12-31
Massachusetts,40,2006-12-31
Michigan,25,2006-12-31
Minnesota,35,2006-12-31
Mississippi,0,2006-12-31
Missouri,24,2006-12-31
Montana,100,2006-12-31
Nebraska,0,2006-12-31
Nevada,0,2006-12-31
New Hampshire,0,2006-12-31
New Jersey,27,2006-12-31
New Mexico,0,2006-12-31
New York,17,2006-12-31
North Carolina,18,2006-12-31
North Dakota,0,2006-12-31
Ohio,22,2006-12-31
Oklahoma,0,2006-12-31
Oregon,63,2006-12-31
Pennsylvania,40,2006-12-31
Rhode Island,51,2006-12-31
South Carolina,0,2006-12-31
South Dakota,0,2006-12-31
Tennessee,35,2006-12-31
Texas,22,2006-12-31
Utah,0,2006-12-31
Vermont,0,2006-12-31
Virginia,41,2006-12-31
Washington,34,2006-12-31
West Virginia,0,2006-12-31
Wisconsin,27,2006-12-31
Wyoming,0,2006-12-31
Alabama,71,2007-01-31
Alaska,0,2007-01-31
Arizona,24,2007-01-31
Arkansas,0,2007-01-31
California,15,2007-01-31
Colorado,12,2007-01-31
Connecticut,17,2007-01-31
Delaware,0,2007-01-31
District of Columbia,7,2007-01-31
Florida,27,2007-01-31
Georgia,10,2007-01-31
Hawaii,0,2007-01-31
Idaho,0,2007-01-31
Illinois,16,2007-01-31
Indiana,0,2007-01-31
Iowa,0,2007-01-31
Kansas,0,2007-01-31
Kentucky,0,2007-01-31
Louisiana,0,2007-01-31
Maine,0,2007-01-31
Maryland,0,2007-01-31
Massachusetts,18,2007-01-31
Michigan,13,2007-01-31
Minnesota,6,2007-01-31
Mississippi,0,2007-01-31
Missouri,18,2007-01-31
Montana,100,2007-01-31
Nebraska,0,2007-01-31
Nevada,0,2007-01-31
New Hampshire,0,2007-01-31
New Jersey,18,2007-01-31
New Mexico,56,2007-01-31
New York,18,2007-01-31
North Carolina,18,2007-01-31
North Dakota,0,2007-01-31
Ohio,0,2007-01-31
Oklahoma,31,2007-01-31
Oregon,8,2007-01-31
Pennsylvania,20,2007-01-31
Rhode Island,53,2007-01-31
South Carolina,14,2007-01-31
South Dakota,0,2007-01-31
Tennessee,9,2007-01-31
Texas,14,2007-01-31
Utah,28,2007-01-31
Vermont,0,2007-01-31
Virginia,17,2007-01-31
Washington,22,2007-01-31
West Virginia,0,2007-01-31
Wisconsin,21,2007-01-31
Wyoming,0,2007-01-31
Alabama,16,2007-02-28
Alaska,0,2007-02-28
Arizona,33,2007-02-28
Arkansas,100,2007-02-28
California,19,2007-02-28
Colorado,7,2007-02-28
Connecticut,19,2007-02-28
Delaware,64,2007-02-28
District of Columbia,0,2007-02-28
Florida,20,2007-02-28
Georgia,8,2007-02-28
Hawaii,83,2007-02-28
Idaho,0,2007-02-28
Illinois,27,2007-02-28
Indiana,21,2007-02-28
Iowa,0,2007-02-28
Kansas,18,2007-02-28
Kentucky,25,2007-02-28
Louisiana,32,2007-02-28
Maine,60,2007-02-28
Maryland,43,2007-02-28
Massachusetts,36,2007-02-28
Michigan,15,2007-02-28
Minnesota,13,2007-02-28
Mississippi,56,2007-02-28
Missouri,34,2007-02-28
Montana,55,2007-02-28
Nebraska,24,2007-02-28
Nevada,0,2007-02-28
New Hampshire,30,2007-02-28
New Jersey,12,2007-02-28
New Mexico,0,2007-02-28
New York,15,2007-02-28
North Carolina,15,2007-02-28
North Dakota,74,2007-02-28
Ohio,8,2007-02-28
Oklahoma,73,2007-02-28
Oregon,9,2007-02-28
Pennsylvania,32,2007-02-28
Rhode Island,29,2007-02-28
South Carolina,0,2007-02-28
South Dakota,0,2007-02-28
Tennessee,21,2007-02-28
Texas,22,2007-02-28
Utah,31,2007-02-28
Vermont,66,2007-02-28
Virginia,24,2007-02-28
Washington,19,2007-02-28
West Virginia,0,2007-02-28
Wisconsin,15,2007-02-28
Wyoming,90,2007-02-28
Alabama,52,2007-03-31
Alaska,56,2007-03-31
Arizona,35,2007-03-31
Arkansas,68,2007-03-31
California,14,2007-03-31
Colorado,23,2007-03-31
Connecticut,21,2007-03-31
Delaware,0,2007-03-31
District of Columbia,33,2007-03-31
Florida,17,2007-03-31
Georgia,13,2007-03-31
Hawaii,59,2007-03-31
Idaho,0,2007-03-31
Illinois,20,2007-03-31
Indiana,35,2007-03-31
Iowa,0,2007-03-31
Kansas,19,2007-03-31
Kentucky,13,2007-03-31
Louisiana,0,2007-03-31
Maine,0,2007-03-31
Maryland,24,2007-03-31
Massachusetts,13,2007-03-31
Michigan,21,2007-03-31
Minnesota,15,2007-03-31
Mississippi,0,2007-03-31
Missouri,30,2007-03-31
Montana,61,2007-03-31
Nebraska,53,2007-03-31
Nevada,21,2007-03-31
New Hampshire,33,2007-03-31
New Jersey,17,2007-03-31
New Mexico,35,2007-03-31
New York,20,2007-03-31
North Carolina,39,2007-03-31
North Dakota,0,2007-03-31
Ohio,36,2007-03-31
Oklahoma,38,2007-03-31
Oregon,29,2007-03-31
Pennsylvania,21,2007-03-31
Rhode Island,0,2007-03-31
South Carolina,17,2007-03-31
South Dakota,0,2007-03-31
Tennessee,0,2007-03-31
Texas,9,2007-03-31
Utah,18,2007-03-31
Vermont,0,2007-03-31
Virginia,5,2007-03-31
Washington,21,2007-03-31
West Virginia,0,2007-03-31
Wisconsin,17,2007-03-31
Wyoming,100,2007-03-31
Alabama,42,2007-04-30
Alaska,0,2007-04-30
Arizona,35,2007-04-30
Arkansas,0,2007-04-30
California,22,2007-04-30
Colorado,54,2007-04-30
Connecticut,12,2007-04-30
Delaware,92,2007-04-30
District of Columbia,0,2007-04-30
Florida,26,2007-04-30
Georgia,5,2007-04-30
Hawaii,0,2007-04-30
Idaho,48,2007-04-30
Illinois,32,2007-04-30
Indiana,15,2007-04-30
Iowa,0,2007-04-30
Kansas,92,2007-04-30
Kentucky,50,2007-04-30
Louisiana,0,2007-04-30
Maine,0,2007-04-30
Maryland,66,2007-04-30
Massachusetts,16,2007-04-30
Michigan,40,2007-04-30
Minnesota,9,2007-04-30
Mississippi,0,2007-04-30
Missouri,54,2007-04-30
Montana,0,2007-04-30
Nebraska,33,2007-04-30
Nevada,25,2007-04-30
New Hampshire,0,2007-04-30
New Jersey,10,2007-04-30
New Mexico,42,2007-04-30
New York,22,2007-04-30
North Carolina,54,2007-04-30
North Dakota,0,2007-04-30
Ohio,21,2007-04-30
Oklahoma,0,2007-04-30
Oregon,57,2007-04-30
Pennsylvania,17,2007-04-30
Rhode Island,40,2007-04-30
South Carolina,41,2007-04-30
South Dakota,0,2007-04-30
Tennessee,41,2007-04-30
Texas,10,2007-04-30
Utah,43,2007-04-30
Vermont,94,2007-04-30
Virginia,12,2007-04-30
Washington,37,2007-04-30
West Virginia,100,2007-04-30
Wisconsin,31,2007-04-30
Wyoming,0,2007-04-30
Alabama,16,2007-05-31
Alaska,0,2007-05-31
Arizona,26,2007-05-31
Arkansas,0,2007-05-31
California,22,2007-05-31
Colorado,40,2007-05-31
Connecticut,29,2007-05-31
Delaware,0,2007-05-31
District of Columbia,21,2007-05-31
Florida,34,2007-05-31
Georgia,15,2007-05-31
Hawaii,0,2007-05-31
Idaho,0,2007-05-31
Illinois,12,2007-05-31
Indiana,12,2007-05-31
Iowa,0,2007-05-31
Kansas,35,2007-05-31
Kentucky,12,2007-05-31
Louisiana,63,2007-05-31
Maine,35,2007-05-31
Maryland,7,2007-05-31
Massachusetts,17,2007-05-31
Michigan,31,2007-05-31
Minnesota,7,2007-05-31
Mississippi,0,2007-05-31
Missouri,27,2007-05-31
Montana,0,2007-05-31
Nebraska,0,2007-05-31
Nevada,19,2007-05-31
New Hampshire,0,2007-05-31
New Jersey,11,2007-05-31
New Mexico,33,2007-05-31
New York,22,2007-05-31
North Carolina,21,2007-05-31
North Dakota,85,2007-05-31
Ohio,25,2007-05-31
Oklahoma,34,2007-05-31
Oregon,34,2007-05-31
Pennsylvania,20,2007-05-31
Rhode Island,0,2007-05-31
South Carolina,16,2007-05-31
South Dakota,0,2007-05-31
Tennessee,51,2007-05-31
Texas,15,2007-05-31
Utah,16,2007-05-31
Vermont,80,2007-05-31
Virginia,18,2007-05-31
Washington,18,2007-05-31
West Virginia,0,2007-05-31
Wisconsin,0,2007-05-31
Wyoming,100,2007-05-31
Alabama,36,2007-06-30
Alaska,0,2007-06-30
Arizona,44,2007-06-30
Arkansas,35,2007-06-30
California,28,2007-06-30
Colorado,15,2007-06-30
Connecticut,44,2007-06-30
Delaware,0,2007-06-30
District of Columbia,31,2007-06-30
Florida,14,2007-06-30
Georgia,21,2007-06-30
Hawaii,30,2007-06-30
Idaho,86,2007-06-30
Illinois,25,2007-06-30
Indiana,0,2007-06-30
Iowa,0,2007-06-30
Kansas,0,2007-06-30
Kentucky,57,2007-06-30
Louisiana,0,2007-06-30
Maine,40,2007-06-30
Maryland,25,2007-06-30
Massachusetts,32,2007-06-30
Michigan,19,2007-06-30
Minnesota,0,2007-06-30
Mississippi,0,2007-06-30
Missouri,38,2007-06-30
Montana,0,2007-06-30
Nebraska,30,2007-06-30
Nevada,0,2007-06-30
New Hampshire,0,2007-06-30
New Jersey,29,2007-06-30
New Mexico,38,2007-06-30
New York,23,2007-06-30
North Carolina,12,2007-06-30
North Dakota,100,2007-06-30
Ohio,19,2007-06-30
Oklahoma,20,2007-06-30
Oregon,10,2007-06-30
Pennsylvania,26,2007-06-30
Rhode Island,37,2007-06-30
South Carolina,91,2007-06-30
South Dakota,0,2007-06-30
Tennessee,46,2007-06-30
Texas,34,2007-06-30
Utah,38,2007-06-30
Vermont,87,2007-06-30
Virginia,10,2007-06-30
Washington,27,2007-06-30
West Virginia,0,2007-06-30
Wisconsin,19,2007-06-30
Wyoming,0,2007-06-30
Alabama,16,2007-07-31
Alaska,0,2007-07-31
Arizona,6,2007-07-31
Arkansas,91,2007-07-31
California,14,2007-07-31
Colorado,27,2007-07-31
Connecticut,0,2007-07-31
Delaware,0,2007-07-31
District of Columbia,14,2007-07-31
Florida,20,2007-07-31
Georgia,7,2007-07-31
Hawaii,27,2007-07-31
Idaho,38,2007-07-31
Illinois,19,2007-07-31
Indiana,23,2007-07-31
Iowa,0,2007-07-31
Kansas,18,2007-07-31
Kentucky,36,2007-07-31
Louisiana,48,2007-07-31
Maine,0,2007-07-31
Maryland,44,2007-07-31
Massachusetts,29,2007-07-31
Michigan,16,2007-07-31
Minnesota,42,2007-07-31
Mississippi,58,2007-07-31
Missouri,26,2007-07-31
Montana,0,2007-07-31
Nebraska,28,2007-07-31
Nevada,0,2007-07-31
New Hampshire,34,2007-07-31
New Jersey,38,2007-07-31
New Mexico,34,2007-07-31
New York,16,2007-07-31
North Carolina,36,2007-07-31
North Dakota,83,2007-07-31
Ohio,13,2007-07-31
Oklahoma,18,2007-07-31
Oregon,9,2007-07-31
Pennsylvania,31,2007-07-31
Rhode Island,0,2007-07-31
South Carolina,48,2007-07-31
South Dakota,0,2007-07-31
Tennessee,30,2007-07-31
Texas,15,2007-07-31
Utah,0,2007-07-31
Vermont,0,2007-07-31
Virginia,8,2007-07-31
Washington,34,2007-07-31
West Virginia,0,2007-07-31
Wisconsin,25,2007-07-31
Wyoming,100,2007-07-31
Alabama,17,2007-08-31
Alaska,0,2007-08-31
Arizona,0,2007-08-31
Arkansas,0,2007-08-31
California,9,2007-08-31
Colorado,27,2007-08-31
Connecticut,30,2007-08-31
Delaware,0,2007-08-31
District of Columbia,14,2007-08-31
Florida,18,2007-08-31
Georgia,19,2007-08-31
Hawaii,29,2007-08-31
Idaho,0,2007-08-31
Illinois,16,2007-08-31
Indiana,11,2007-08-31
Iowa,64,2007-08-31
Kansas,18,2007-08-31
Kentucky,0,2007-08-31
Louisiana,16,2007-08-31
Maine,0,2007-08-31
Maryland,7,2007-08-31
Massachusetts,17,2007-08-31
Michigan,22,2007-08-31
Minnesota,21,2007-08-31
Mississippi,0,2007-08-31
Missouri,7,2007-08-31
Montana,0,2007-08-31
Nebraska,0,2007-08-31
Nevada,21,2007-08-31
New Hampshire,33,2007-08-31
New Jersey,12,2007-08-31
New Mexico,0,2007-08-31
New York,19,2007-08-31
North Carolina,10,2007-08-31
North Dakota,0,2007-08-31
Ohio,22,2007-08-31
Oklahoma,0,2007-08-31
Oregon,29,2007-08-31
Pennsylvania,7,2007-08-31
Rhode Island,0,2007-08-31
South Carolina,16,2007-08-31
South Dakota,61,2007-08-31
Tennessee,0,2007-08-31
Texas,11,2007-08-31
Utah,17,2007-08-31
Vermont,0,2007-08-31
Virginia,0,2007-08-31
Washington,5,2007-08-31
West Virginia,0,2007-08-31
Wisconsin,17,2007-08-31
Wyoming,100,2007-08-31
Alabama,11,2007-09-30
Alaska,100,2007-09-30
Arizona,21,2007-09-30
Arkansas,18,2007-09-30
California,12,2007-09-30
Colorado,9,2007-09-30
Connecticut,19,2007-09-30
Delaware,54,2007-09-30
District of Columbia,13,2007-09-30
Florida,11,2007-09-30
Georgia,5,2007-09-30
Hawaii,18,2007-09-30
Idaho,24,2007-09-30
Illinois,12,2007-09-30
Indiana,0,2007-09-30
Iowa,0,2007-09-30
Kansas,11,2007-09-30
Kentucky,7,2007-09-30
Louisiana,10,2007-09-30
Maine,0,2007-09-30
Maryland,23,2007-09-30
Massachusetts,10,2007-09-30
Michigan,3,2007-09-30
Minnesota,4,2007-09-30
Mississippi,19,2007-09-30
Missouri,12,2007-09-30
Montana,0,2007-09-30
Nebraska,0,2007-09-30
Nevada,13,2007-09-30
New Hampshire,0,2007-09-30
New Jersey,7,2007-09-30
New Mexico,0,2007-09-30
New York,7,2007-09-30
North Carolina,16,2007-09-30
North Dakota,47,2007-09-30
Ohio,11,2007-09-30
Oklahoma,0,2007-09-30
Oregon,18,2007-09-30
Pennsylvania,10,2007-09-30
Rhode Island,0,2007-09-30
South Carolina,30,2007-09-30
South Dakota,0,2007-09-30
Tennessee,0,2007-09-30
Texas,5,2007-09-30
Utah,21,2007-09-30
Vermont,0,2007-09-30
Virginia,5,2007-09-30
Washington,15,2007-09-30
West Virginia,0,2007-09-30
Wisconsin,5,2007-09-30
Wyoming,0,2007-09-30
Alabama,0,2007-10-31
Alaska,100,2007-10-31
Arizona,13,2007-10-31
Arkansas,55,2007-10-31
California,15,2007-10-31
Colorado,75,2007-10-31
Connecticut,0,2007-10-31
Delaware,0,2007-10-31
District of Columbia,25,2007-10-31
Florida,58,2007-10-31
Georgia,14,2007-10-31
Hawaii,0,2007-10-31
Idaho,0,2007-10-31
Illinois,24,2007-10-31
Indiana,20,2007-10-31
Iowa,0,2007-10-31
Kansas,0,2007-10-31
Kentucky,43,2007-10-31
Louisiana,59,2007-10-31
Maine,0,2007-10-31
Maryland,28,2007-10-31
Massachusetts,38,2007-10-31
Michigan,10,2007-10-31
Minnesota,25,2007-10-31
Mississippi,0,2007-10-31
Missouri,24,2007-10-31
Montana,0,2007-10-31
Nebraska,0,2007-10-31
Nevada,0,2007-10-31
New Hampshire,0,2007-10-31
New Jersey,41,2007-10-31
New Mexico,0,2007-10-31
New York,39,2007-10-31
North Carolina,29,2007-10-31
North Dakota,0,2007-10-31
Ohio,24,2007-10-31
Oklahoma,0,2007-10-31
Oregon,0,2007-10-31
Pennsylvania,18,2007-10-31
Rhode Island,0,2007-10-31
South Carolina,29,2007-10-31
South Dakota,0,2007-10-31
Tennessee,0,2007-10-31
Texas,17,2007-10-31
Utah,0,2007-10-31
Vermont,0,2007-10-31
Virginia,27,2007-10-31
Washington,46,2007-10-31
West Virginia,0,2007-10-31
Wisconsin,31,2007-10-31
Wyoming,0,2007-10-31
Alabama,23,2007-11-30
Alaska,71,2007-11-30
Arizona,0,2007-11-30
Arkansas,0,2007-11-30
California,20,2007-11-30
Colorado,0,2007-11-30
Connecticut,26,2007-11-30
Delaware,0,2007-11-30
District of Columbia,18,2007-11-30
Florida,32,2007-11-30
Georgia,16,2007-11-30
Hawaii,0,2007-11-30
Idaho,0,2007-11-30
Illinois,22,2007-11-30
Indiana,0,2007-11-30
Iowa,0,2007-11-30
Kansas,23,2007-11-30
Kentucky,15,2007-11-30
Louisiana,0,2007-11-30
Maine,0,2007-11-30
Maryland,30,2007-11-30
Massachusetts,5,2007-11-30
Michigan,44,2007-11-30
Minnesota,0,2007-11-30
Mississippi,0,2007-11-30
Missouri,26,2007-11-30
Montana,0,2007-11-30
Nebraska,0,2007-11-30
Nevada,0,2007-11-30
New Hampshire,44,2007-11-30
New Jersey,10,2007-11-30
New Mexico,47,2007-11-30
New York,17,2007-11-30
North Carolina,21,2007-11-30
North Dakota,0,2007-11-30
Ohio,23,2007-11-30
Oklahoma,0,2007-11-30
Oregon,0,2007-11-30
Pennsylvania,9,2007-11-30
Rhode Island,0,2007-11-30
South Carolina,0,2007-11-30
South Dakota,0,2007-11-30
Tennessee,14,2007-11-30
Texas,15,2007-11-30
Utah,0,2007-11-30
Vermont,100,2007-11-30
Virginia,9,2007-11-30
Washington,26,2007-11-30
West Virginia,0,2007-11-30
Wisconsin,22,2007-11-30
Wyoming,0,2007-11-30
Alabama,68,2007-12-31
Alaska,0,2007-12-31
Arizona,18,2007-12-31
Arkansas,81,2007-12-31
California,27,2007-12-31
Colorado,27,2007-12-31
Connecticut,41,2007-12-31
Delaware,0,2007-12-31
District of Columbia,17,2007-12-31
Florida,17,2007-12-31
Georgia,21,2007-12-31
Hawaii,0,2007-12-31
Idaho,100,2007-12-31
Illinois,27,2007-12-31
Indiana,0,2007-12-31
Iowa,0,2007-12-31
Kansas,24,2007-12-31
Kentucky,61,2007-12-31
Louisiana,0,2007-12-31
Maine,45,2007-12-31
Maryland,20,2007-12-31
Massachusetts,28,2007-12-31
Michigan,29,2007-12-31
Minnesota,9,2007-12-31
Mississippi,44,2007-12-31
Missouri,34,2007-12-31
Montana,78,2007-12-31
Nebraska,36,2007-12-31
Nevada,56,2007-12-31
New Hampshire,0,2007-12-31
New Jersey,35,2007-12-31
New Mexico,0,2007-12-31
New York,31,2007-12-31
North Carolina,14,2007-12-31
North Dakota,0,2007-12-31
Ohio,46,2007-12-31
Oklahoma,48,2007-12-31
Oregon,13,2007-12-31
Pennsylvania,27,2007-12-31
Rhode Island,45,2007-12-31
South Carolina,84,2007-12-31
South Dakota,0,2007-12-31
Tennessee,28,2007-12-31
Texas,20,2007-12-31
Utah,22,2007-12-31
Vermont,0,2007-12-31
Virginia,32,2007-12-31
Washington,25,2007-12-31
West Virginia,0,2007-12-31
Wisconsin,66,2007-12-31
Wyoming,0,2007-12-31
Alabama,15,2008-01-31
Alaska,23,2008-01-31
Arizona,12,2008-01-31
Arkansas,26,2008-01-31
California,8,2008-01-31
Colorado,12,2008-01-31
Connecticut,13,2008-01-31
Delaware,0,2008-01-31
District of Columbia,9,2008-01-31
Florida,9,2008-01-31
Georgia,10,2008-01-31
Hawaii,13,2008-01-31
Idaho,0,2008-01-31
Illinois,9,2008-01-31
Indiana,0,2008-01-31
Iowa,27,2008-01-31
Kansas,8,2008-01-31
Kentucky,5,2008-01-31
Louisiana,21,2008-01-31
Maine,0,2008-01-31
Maryland,7,2008-01-31
Massachusetts,7,2008-01-31
Michigan,7,2008-01-31
Minnesota,3,2008-01-31
Mississippi,0,2008-01-31
Missouri,8,2008-01-31
Montana,0,2008-01-31
Nebraska,12,2008-01-31
Nevada,0,2008-01-31
New Hampshire,15,2008-01-31
New Jersey,5,2008-01-31
New Mexico,0,2008-01-31
New York,6,2008-01-31
North Carolina,5,2008-01-31
North Dakota,0,2008-01-31
Ohio,9,2008-01-31
Oklahoma,0,2008-01-31
Oregon,13,2008-01-31
Pennsylvania,7,2008-01-31
Rhode Island,29,2008-01-31
South Carolina,35,2008-01-31
South Dakota,0,2008-01-31
Tennessee,0,2008-01-31
Texas,4,2008-01-31
Utah,7,2008-01-31
Vermont,100,2008-01-31
Virginia,7,2008-01-31
Washington,20,2008-01-31
West Virginia,0,2008-01-31
Wisconsin,4,2008-01-31
Wyoming,0,2008-01-31
Alabama,19,2008-02-29
Alaska,0,2008-02-29
Arizona,38,2008-02-29
Arkansas,33,2008-02-29
California,22,2008-02-29
Colorado,50,2008-02-29
Connecticut,11,2008-02-29
Delaware,0,2008-02-29
District of Columbia,36,2008-02-29
Florida,11,2008-02-29
Georgia,26,2008-02-29
Hawaii,33,2008-02-29
Idaho,0,2008-02-29
Illinois,31,2008-02-29
Indiana,26,2008-02-29
Iowa,23,2008-02-29
Kansas,40,2008-02-29
Kentucky,18,2008-02-29
Louisiana,54,2008-02-29
Maine,0,2008-02-29
Maryland,8,2008-02-29
Massachusetts,32,2008-02-29
Michigan,26,2008-02-29
Minnesota,31,2008-02-29
Mississippi,36,2008-02-29
Missouri,14,2008-02-29
Montana,0,2008-02-29
Nebraska,30,2008-02-29
Nevada,0,2008-02-29
New Hampshire,0,2008-02-29
New Jersey,24,2008-02-29
New Mexico,41,2008-02-29
New York,40,2008-02-29
North Carolina,12,2008-02-29
North Dakota,0,2008-02-29
Ohio,34,2008-02-29
Oklahoma,20,2008-02-29
Oregon,32,2008-02-29
Pennsylvania,55,2008-02-29
Rhode Island,36,2008-02-29
South Carolina,35,2008-02-29
South Dakota,0,2008-02-29
Tennessee,24,2008-02-29
Texas,18,2008-02-29
Utah,18,2008-02-29
Vermont,0,2008-02-29
Virginia,34,2008-02-29
Washington,43,2008-02-29
