geoName,Rent,year
Alaska,13,2006-08-31
Arizona,96,2006-08-31
Arkansas,54,2006-08-31
California,79,2006-08-31
Colorado,64,2006-08-31
Connecticut,42,2006-08-31
Delaware,32,2006-08-31
District of Columbia,52,2006-08-31
Florida,91,2006-08-31
Georgia,75,2006-08-31
Hawaii,55,2006-08-31
Idaho,59,2006-08-31
Illinois,49,2006-08-31
Indiana,47,2006-08-31
Iowa,41,2006-08-31
Kansas,40,2006-08-31
Kentucky,47,2006-08-31
Louisiana,44,2006-08-31
Maine,24,2006-08-31
Maryland,56,2006-08-31
Massachusetts,42,2006-08-31
Michigan,49,2006-08-31
Minnesota,62,2006-08-31
Mississippi,71,2006-08-31
Missouri,49,2006-08-31
Montana,15,2006-08-31
Nebraska,37,2006-08-31
Nevada,85,2006-08-31
New Hampshire,57,2006-08-31
New Jersey,55,2006-08-31
New Mexico,51,2006-08-31
New York,51,2006-08-31
North Carolina,55,2006-08-31
North Dakota,63,2006-08-31
Ohio,48,2006-08-31
Oklahoma,33,2006-08-31
Oregon,60,2006-08-31
Pennsylvania,54,2006-08-31
Rhode Island,37,2006-08-31
South Carolina,66,2006-08-31
South Dakota,68,2006-08-31
Tennessee,89,2006-08-31
Texas,54,2006-08-31
Utah,94,2006-08-31
Vermont,25,2006-08-31
Virginia,68,2006-08-31
Washington,63,2006-08-31
West Virginia,0,2006-08-31
Wisconsin,44,2006-08-31
Wyoming,100,2006-08-31
Alabama,29,2006-09-30
Alaska,13,2006-09-30
Arizona,100,2006-09-30
Arkansas,59,2006-09-30
California,61,2006-09-30
Colorado,43,2006-09-30
Connecticut,54,2006-09-30
Delaware,45,2006-09-30
District of Columbia,54,2006-09-30
Florida,90,2006-09-30
Georgia,63,2006-09-30
Hawaii,55,2006-09-30
Idaho,56,2006-09-30
Illinois,48,2006-09-30
Indiana,53,2006-09-30
Iowa,14,2006-09-30
Kansas,55,2006-09-30
Kentucky,67,2006-09-30
Louisiana,54,2006-09-30
Maine,45,2006-09-30
Maryland,51,2006-09-30
Massachusetts,44,2006-09-30
Michigan,44,2006-09-30
Minnesota,35,2006-09-30
Mississippi,57,2006-09-30
Missouri,51,2006-09-30
Montana,43,2006-09-30
Nebraska,36,2006-09-30
Nevada,82,2006-09-30
New Hampshire,40,2006-09-30
New Jersey,42,2006-09-30
New Mexico,48,2006-09-30
New York,54,2006-09-30
North Carolina,66,2006-09-30
North Dakota,39,2006-09-30
Ohio,57,2006-09-30
Oklahoma,31,2006-09-30
Oregon,47,2006-09-30
Pennsylvania,50,2006-09-30
Rhode Island,35,2006-09-30
South Carolina,47,2006-09-30
South Dakota,31,2006-09-30
Tennessee,75,2006-09-30
Texas,47,2006-09-30
Utah,87,2006-09-30
Vermont,84,2006-09-30
Virginia,75,2006-09-30
Washington,61,2006-09-30
West Virginia,53,2006-09-30
Wisconsin,34,2006-09-30
Wyoming,23,2006-09-30
Alabama,36,2006-10-31
Alaska,14,2006-10-31
Arizona,73,2006-10-31
Arkansas,43,2006-10-31
California,75,2006-10-31
Colorado,78,2006-10-31
Connecticut,67,2006-10-31
Delaware,52,2006-10-31
District of Columbia,60,2006-10-31
Florida,94,2006-10-31
Georgia,71,2006-10-31
Hawaii,89,2006-10-31
Idaho,81,2006-10-31
Illinois,56,2006-10-31
Indiana,40,2006-10-31
Iowa,32,2006-10-31
Kansas,62,2006-10-31
Kentucky,45,2006-10-31
Louisiana,46,2006-10-31
Maine,51,2006-10-31
Maryland,80,2006-10-31
Massachusetts,57,2006-10-31
Michigan,42,2006-10-31
Minnesota,50,2006-10-31
Mississippi,30,2006-10-31
Missouri,63,2006-10-31
Montana,78,2006-10-31
Nebraska,66,2006-10-31
Nevada,80,2006-10-31
New Hampshire,15,2006-10-31
New Jersey,59,2006-10-31
New Mexico,70,2006-10-31
New York,66,2006-10-31
North Carolina,62,2006-10-31
North Dakota,0,2006-10-31
Ohio,55,2006-10-31
Oklahoma,100,2006-10-31
Oregon,73,2006-10-31
Pennsylvania,48,2006-10-31
Rhode Island,63,2006-10-31
South Carolina,61,2006-10-31
South Dakota,17,2006-10-31
Tennessee,68,2006-10-31
Texas,55,2006-10-31
Utah,53,2006-10-31
Vermont,32,2006-10-31
Virginia,71,2006-10-31
Washington,64,2006-10-31
West Virginia,0,2006-10-31
Wisconsin,42,2006-10-31
Wyoming,26,2006-10-31
Alabama,34,2006-11-30
Alaska,13,2006-11-30
Arizona,97,2006-11-30
Arkansas,35,2006-11-30
California,59,2006-11-30
Colorado,63,2006-11-30
Connecticut,41,2006-11-30
Delaware,50,2006-11-30
District of Columbia,38,2006-11-30
Florida,100,2006-11-30
Georgia,61,2006-11-30
Hawaii,90,2006-11-30
Idaho,47,2006-11-30
Illinois,47,2006-11-30
Indiana,45,2006-11-30
Iowa,40,2006-11-30
Kansas,35,2006-11-30
Kentucky,59,2006-11-30
Louisiana,66,2006-11-30
Maine,30,2006-11-30
Maryland,53,2006-11-30
Massachusetts,42,2006-11-30
Michigan,45,2006-11-30
Minnesota,48,2006-11-30
Mississippi,42,2006-11-30
Missouri,56,2006-11-30
Montana,44,2006-11-30
Nebraska,18,2006-11-30
Nevada,78,2006-11-30
New Hampshire,22,2006-11-30
New Jersey,48,2006-11-30
New Mexico,41,2006-11-30
New York,52,2006-11-30
North Carolina,57,2006-11-30
North Dakota,0,2006-11-30
Ohio,45,2006-11-30
Oklahoma,69,2006-11-30
Oregon,58,2006-11-30
Pennsylvania,34,2006-11-30
Rhode Island,90,2006-11-30
South Carolina,58,2006-11-30
South Dakota,16,2006-11-30
Tennessee,47,2006-11-30
Texas,54,2006-11-30
Utah,50,2006-11-30
Vermont,52,2006-11-30
Virginia,52,2006-11-30
Washington,59,2006-11-30
West Virginia,57,2006-11-30
Wisconsin,50,2006-11-30
Wyoming,23,2006-11-30
Alabama,34,2006-12-31
Alaska,13,2006-12-31
Arizona,97,2006-12-31
Arkansas,35,2006-12-31
California,59,2006-12-31
Colorado,63,2006-12-31
Connecticut,41,2006-12-31
Delaware,50,2006-12-31
District of Columbia,38,2006-12-31
Florida,100,2006-12-31
Georgia,61,2006-12-31
Hawaii,90,2006-12-31
Idaho,47,2006-12-31
Illinois,47,2006-12-31
Indiana,45,2006-12-31
Iowa,40,2006-12-31
Kansas,35,2006-12-31
Kentucky,59,2006-12-31
Louisiana,66,2006-12-31
Maine,30,2006-12-31
Maryland,53,2006-12-31
Massachusetts,42,2006-12-31
Michigan,45,2006-12-31
Minnesota,48,2006-12-31
Mississippi,42,2006-12-31
Missouri,56,2006-12-31
Montana,44,2006-12-31
Nebraska,18,2006-12-31
Nevada,78,2006-12-31
New Hampshire,22,2006-12-31
New Jersey,48,2006-12-31
New Mexico,41,2006-12-31
New York,52,2006-12-31
North Carolina,57,2006-12-31
North Dakota,0,2006-12-31
Ohio,45,2006-12-31
Oklahoma,69,2006-12-31
Oregon,58,2006-12-31
Pennsylvania,34,2006-12-31
Rhode Island,90,2006-12-31
South Carolina,58,2006-12-31
South Dakota,16,2006-12-31
Tennessee,47,2006-12-31
Texas,54,2006-12-31
Utah,50,2006-12-31
Vermont,52,2006-12-31
Virginia,52,2006-12-31
Washington,59,2006-12-31
West Virginia,57,2006-12-31
Wisconsin,50,2006-12-31
Wyoming,23,2006-12-31
Alabama,49,2007-01-31
Alaska,9,2007-01-31
Arizona,95,2007-01-31
Arkansas,53,2007-01-31
California,61,2007-01-31
Colorado,80,2007-01-31
Connecticut,56,2007-01-31
Delaware,46,2007-01-31
District of Columbia,47,2007-01-31
Florida,100,2007-01-31
Georgia,67,2007-01-31
Hawaii,35,2007-01-31
Idaho,53,2007-01-31
Illinois,48,2007-01-31
Indiana,44,2007-01-31
Iowa,46,2007-01-31
Kansas,82,2007-01-31
Kentucky,61,2007-01-31
Louisiana,60,2007-01-31
Maine,11,2007-01-31
Maryland,61,2007-01-31
Massachusetts,45,2007-01-31
Michigan,54,2007-01-31
Minnesota,78,2007-01-31
Mississippi,60,2007-01-31
Missouri,53,2007-01-31
Montana,51,2007-01-31
Nebraska,44,2007-01-31
Nevada,86,2007-01-31
New Hampshire,48,2007-01-31
New Jersey,45,2007-01-31
New Mexico,65,2007-01-31
New York,45,2007-01-31
North Carolina,48,2007-01-31
North Dakota,14,2007-01-31
Ohio,54,2007-01-31
Oklahoma,35,2007-01-31
Oregon,55,2007-01-31
Pennsylvania,50,2007-01-31
Rhode Island,49,2007-01-31
South Carolina,56,2007-01-31
South Dakota,45,2007-01-31
Tennessee,59,2007-01-31
Texas,55,2007-01-31
Utah,75,2007-01-31
Vermont,13,2007-01-31
Virginia,60,2007-01-31
Washington,60,2007-01-31
West Virginia,78,2007-01-31
Wisconsin,43,2007-01-31
Wyoming,67,2007-01-31
Alabama,51,2007-02-28
Alaska,21,2007-02-28
Arizona,72,2007-02-28
Arkansas,37,2007-02-28
California,53,2007-02-28
Colorado,57,2007-02-28
Connecticut,52,2007-02-28
Delaware,35,2007-02-28
District of Columbia,39,2007-02-28
Florida,87,2007-02-28
Georgia,53,2007-02-28
Hawaii,30,2007-02-28
Idaho,61,2007-02-28
Illinois,45,2007-02-28
Indiana,26,2007-02-28
Iowa,40,2007-02-28
Kansas,38,2007-02-28
Kentucky,36,2007-02-28
Louisiana,61,2007-02-28
Maine,33,2007-02-28
Maryland,50,2007-02-28
Massachusetts,32,2007-02-28
Michigan,43,2007-02-28
Minnesota,44,2007-02-28
Mississippi,35,2007-02-28
Missouri,46,2007-02-28
Montana,23,2007-02-28
Nebraska,53,2007-02-28
Nevada,100,2007-02-28
New Hampshire,48,2007-02-28
New Jersey,48,2007-02-28
New Mexico,58,2007-02-28
New York,41,2007-02-28
North Carolina,47,2007-02-28
North Dakota,10,2007-02-28
Ohio,43,2007-02-28
Oklahoma,59,2007-02-28
Oregon,37,2007-02-28
Pennsylvania,31,2007-02-28
Rhode Island,48,2007-02-28
South Carolina,49,2007-02-28
South Dakota,25,2007-02-28
Tennessee,59,2007-02-28
Texas,47,2007-02-28
Utah,64,2007-02-28
Vermont,27,2007-02-28
Virginia,54,2007-02-28
Washington,61,2007-02-28
West Virginia,10,2007-02-28
Wisconsin,40,2007-02-28
Wyoming,13,2007-02-28
Alabama,86,2007-03-31
Alaska,32,2007-03-31
Arizona,77,2007-03-31
Arkansas,48,2007-03-31
California,62,2007-03-31
Colorado,76,2007-03-31
Connecticut,41,2007-03-31
Delaware,53,2007-03-31
District of Columbia,59,2007-03-31
Florida,100,2007-03-31
Georgia,73,2007-03-31
Hawaii,62,2007-03-31
Idaho,85,2007-03-31
Illinois,51,2007-03-31
Indiana,52,2007-03-31
Iowa,42,2007-03-31
Kansas,49,2007-03-31
Kentucky,55,2007-03-31
Louisiana,66,2007-03-31
Maine,29,2007-03-31
Maryland,49,2007-03-31
Massachusetts,37,2007-03-31
Michigan,59,2007-03-31
Minnesota,58,2007-03-31
Mississippi,83,2007-03-31
Missouri,65,2007-03-31
Montana,43,2007-03-31
Nebraska,52,2007-03-31
Nevada,68,2007-03-31
New Hampshire,32,2007-03-31
New Jersey,47,2007-03-31
New Mexico,65,2007-03-31
New York,47,2007-03-31
North Carolina,54,2007-03-31
North Dakota,23,2007-03-31
Ohio,47,2007-03-31
Oklahoma,51,2007-03-31
Oregon,59,2007-03-31
Pennsylvania,41,2007-03-31
Rhode Island,45,2007-03-31
South Carolina,73,2007-03-31
South Dakota,57,2007-03-31
Tennessee,49,2007-03-31
Texas,59,2007-03-31
Utah,62,2007-03-31
Vermont,52,2007-03-31
Virginia,59,2007-03-31
Washington,71,2007-03-31
West Virginia,33,2007-03-31
Wisconsin,46,2007-03-31
Wyoming,28,2007-03-31
Alabama,68,2007-04-30
Alaska,22,2007-04-30
Arizona,81,2007-04-30
Arkansas,17,2007-04-30
California,59,2007-04-30
Colorado,67,2007-04-30
Connecticut,48,2007-04-30
Delaware,50,2007-04-30
District of Columbia,51,2007-04-30
Florida,100,2007-04-30
Georgia,68,2007-04-30
Hawaii,55,2007-04-30
Idaho,87,2007-04-30
Illinois,56,2007-04-30
Indiana,48,2007-04-30
Iowa,34,2007-04-30
Kansas,73,2007-04-30
Kentucky,53,2007-04-30
Louisiana,66,2007-04-30
Maine,86,2007-04-30
Maryland,62,2007-04-30
Massachusetts,38,2007-04-30
Michigan,52,2007-04-30
Minnesota,66,2007-04-30
Mississippi,80,2007-04-30
Missouri,66,2007-04-30
Montana,65,2007-04-30
Nebraska,48,2007-04-30
Nevada,99,2007-04-30
New Hampshire,51,2007-04-30
New Jersey,54,2007-04-30
New Mexico,59,2007-04-30
New York,47,2007-04-30
North Carolina,68,2007-04-30
North Dakota,22,2007-04-30
Ohio,55,2007-04-30
Oklahoma,88,2007-04-30
Oregon,54,2007-04-30
Pennsylvania,50,2007-04-30
Rhode Island,55,2007-04-30
South Carolina,84,2007-04-30
South Dakota,45,2007-04-30
Tennessee,62,2007-04-30
Texas,66,2007-04-30
Utah,76,2007-04-30
Vermont,50,2007-04-30
Virginia,63,2007-04-30
Washington,54,2007-04-30
West Virginia,53,2007-04-30
Wisconsin,41,2007-04-30
Wyoming,39,2007-04-30
Alabama,50,2007-05-31
Alaska,31,2007-05-31
Arizona,100,2007-05-31
Arkansas,50,2007-05-31
California,56,2007-05-31
Colorado,65,2007-05-31
Connecticut,36,2007-05-31
Delaware,23,2007-05-31
District of Columbia,39,2007-05-31
Florida,91,2007-05-31
Georgia,63,2007-05-31
Hawaii,45,2007-05-31
Idaho,75,2007-05-31
Illinois,45,2007-05-31
Indiana,41,2007-05-31
Iowa,44,2007-05-31
Kansas,75,2007-05-31
Kentucky,62,2007-05-31
Louisiana,38,2007-05-31
Maine,41,2007-05-31
Maryland,55,2007-05-31
Massachusetts,37,2007-05-31
Michigan,55,2007-05-31
Minnesota,47,2007-05-31
Mississippi,61,2007-05-31
Missouri,62,2007-05-31
Montana,26,2007-05-31
Nebraska,50,2007-05-31
Nevada,80,2007-05-31
New Hampshire,33,2007-05-31
New Jersey,51,2007-05-31
New Mexico,80,2007-05-31
New York,46,2007-05-31
North Carolina,77,2007-05-31
North Dakota,36,2007-05-31
Ohio,58,2007-05-31
Oklahoma,59,2007-05-31
Oregon,55,2007-05-31
Pennsylvania,45,2007-05-31
Rhode Island,57,2007-05-31
South Carolina,81,2007-05-31
South Dakota,58,2007-05-31
Tennessee,60,2007-05-31
Texas,62,2007-05-31
Utah,96,2007-05-31
Vermont,45,2007-05-31
Virginia,61,2007-05-31
Washington,56,2007-05-31
West Virginia,23,2007-05-31
Wisconsin,40,2007-05-31
Wyoming,28,2007-05-31
Alabama,33,2007-06-30
Alaska,54,2007-06-30
Arizona,73,2007-06-30
Arkansas,23,2007-06-30
California,59,2007-06-30
Colorado,79,2007-06-30
Connecticut,42,2007-06-30
Delaware,21,2007-06-30
District of Columbia,54,2007-06-30
Florida,76,2007-06-30
Georgia,62,2007-06-30
Hawaii,30,2007-06-30
Idaho,90,2007-06-30
Illinois,41,2007-06-30
Indiana,50,2007-06-30
Iowa,39,2007-06-30
Kansas,22,2007-06-30
Kentucky,44,2007-06-30
Louisiana,63,2007-06-30
Maine,53,2007-06-30
Maryland,54,2007-06-30
Massachusetts,45,2007-06-30
Michigan,62,2007-06-30
Minnesota,48,2007-06-30
Mississippi,47,2007-06-30
Missouri,49,2007-06-30
Montana,46,2007-06-30
Nebraska,49,2007-06-30
Nevada,85,2007-06-30
New Hampshire,45,2007-06-30
New Jersey,55,2007-06-30
New Mexico,59,2007-06-30
New York,47,2007-06-30
North Carolina,64,2007-06-30
North Dakota,66,2007-06-30
Ohio,54,2007-06-30
Oklahoma,62,2007-06-30
Oregon,48,2007-06-30
Pennsylvania,50,2007-06-30
Rhode Island,21,2007-06-30
South Carolina,68,2007-06-30
South Dakota,41,2007-06-30
Tennessee,50,2007-06-30
Texas,52,2007-06-30
Utah,69,2007-06-30
Vermont,19,2007-06-30
Virginia,54,2007-06-30
Washington,57,2007-06-30
West Virginia,41,2007-06-30
Wisconsin,34,2007-06-30
Wyoming,100,2007-06-30
Alabama,66,2007-07-31
Alaska,42,2007-07-31
Arizona,77,2007-07-31
Arkansas,76,2007-07-31
California,76,2007-07-31
Colorado,66,2007-07-31
Connecticut,86,2007-07-31
Delaware,14,2007-07-31
District of Columbia,68,2007-07-31
Florida,95,2007-07-31
Georgia,67,2007-07-31
Hawaii,55,2007-07-31
Idaho,52,2007-07-31
Illinois,58,2007-07-31
Indiana,49,2007-07-31
Iowa,36,2007-07-31
Kansas,43,2007-07-31
Kentucky,42,2007-07-31
Louisiana,63,2007-07-31
Maine,33,2007-07-31
Maryland,60,2007-07-31
Massachusetts,46,2007-07-31
Michigan,59,2007-07-31
Minnesota,64,2007-07-31
Mississippi,47,2007-07-31
Missouri,54,2007-07-31
Montana,28,2007-07-31
Nebraska,60,2007-07-31
Nevada,99,2007-07-31
New Hampshire,71,2007-07-31
New Jersey,64,2007-07-31
New Mexico,82,2007-07-31
New York,59,2007-07-31
North Carolina,76,2007-07-31
North Dakota,51,2007-07-31
Ohio,50,2007-07-31
Oklahoma,58,2007-07-31
Oregon,73,2007-07-31
Pennsylvania,55,2007-07-31
Rhode Island,93,2007-07-31
South Carolina,86,2007-07-31
South Dakota,29,2007-07-31
Tennessee,51,2007-07-31
Texas,64,2007-07-31
Utah,100,2007-07-31
Vermont,73,2007-07-31
Virginia,63,2007-07-31
Washington,59,2007-07-31
West Virginia,48,2007-07-31
Wisconsin,61,2007-07-31
Wyoming,60,2007-07-31
Alabama,62,2007-08-31
Alaska,26,2007-08-31
Arizona,76,2007-08-31
Arkansas,59,2007-08-31
California,64,2007-08-31
Colorado,71,2007-08-31
Connecticut,38,2007-08-31
Delaware,41,2007-08-31
District of Columbia,50,2007-08-31
Florida,100,2007-08-31
Georgia,71,2007-08-31
Hawaii,36,2007-08-31
Idaho,60,2007-08-31
Illinois,44,2007-08-31
Indiana,35,2007-08-31
Iowa,23,2007-08-31
Kansas,51,2007-08-31
Kentucky,37,2007-08-31
Louisiana,59,2007-08-31
Maine,84,2007-08-31
Maryland,58,2007-08-31
Massachusetts,50,2007-08-31
Michigan,50,2007-08-31
Minnesota,67,2007-08-31
Mississippi,45,2007-08-31
Missouri,58,2007-08-31
Montana,66,2007-08-31
Nebraska,43,2007-08-31
Nevada,97,2007-08-31
New Hampshire,36,2007-08-31
New Jersey,56,2007-08-31
New Mexico,76,2007-08-31
New York,58,2007-08-31
North Carolina,64,2007-08-31
North Dakota,73,2007-08-31
Ohio,49,2007-08-31
Oklahoma,56,2007-08-31
Oregon,48,2007-08-31
Pennsylvania,49,2007-08-31
Rhode Island,25,2007-08-31
South Carolina,52,2007-08-31
South Dakota,29,2007-08-31
Tennessee,54,2007-08-31
Texas,56,2007-08-31
Utah,83,2007-08-31
Vermont,71,2007-08-31
Virginia,46,2007-08-31
Washington,73,2007-08-31
West Virginia,81,2007-08-31
Wisconsin,35,2007-08-31
Wyoming,78,2007-08-31
Alabama,61,2007-09-30
Alaska,46,2007-09-30
Arizona,88,2007-09-30
Arkansas,50,2007-09-30
California,57,2007-09-30
Colorado,80,2007-09-30
Connecticut,46,2007-09-30
Delaware,61,2007-09-30
District of Columbia,52,2007-09-30
Florida,94,2007-09-30
Georgia,68,2007-09-30
Hawaii,87,2007-09-30
Idaho,64,2007-09-30
Illinois,45,2007-09-30
Indiana,46,2007-09-30
Iowa,29,2007-09-30
Kansas,65,2007-09-30
Kentucky,49,2007-09-30
Louisiana,56,2007-09-30
Maine,20,2007-09-30
Maryland,31,2007-09-30
Massachusetts,37,2007-09-30
Michigan,48,2007-09-30
Minnesota,59,2007-09-30
Mississippi,64,2007-09-30
Missouri,51,2007-09-30
Montana,67,2007-09-30
Nebraska,34,2007-09-30
Nevada,100,2007-09-30
New Hampshire,69,2007-09-30
New Jersey,53,2007-09-30
New Mexico,69,2007-09-30
New York,40,2007-09-30
North Carolina,61,2007-09-30
North Dakota,0,2007-09-30
Ohio,46,2007-09-30
Oklahoma,67,2007-09-30
Oregon,67,2007-09-30
Pennsylvania,50,2007-09-30
Rhode Island,60,2007-09-30
South Carolina,69,2007-09-30
South Dakota,61,2007-09-30
Tennessee,62,2007-09-30
Texas,61,2007-09-30
Utah,76,2007-09-30
Vermont,52,2007-09-30
Virginia,59,2007-09-30
Washington,61,2007-09-30
West Virginia,20,2007-09-30
Wisconsin,42,2007-09-30
Wyoming,54,2007-09-30
Alabama,60,2007-10-31
Alaska,72,2007-10-31
Arizona,68,2007-10-31
Arkansas,56,2007-10-31
California,57,2007-10-31
Colorado,89,2007-10-31
Connecticut,48,2007-10-31
Delaware,74,2007-10-31
District of Columbia,55,2007-10-31
Florida,100,2007-10-31
Georgia,65,2007-10-31
Hawaii,60,2007-10-31
Idaho,77,2007-10-31
Illinois,44,2007-10-31
Indiana,46,2007-10-31
Iowa,46,2007-10-31
Kansas,42,2007-10-31
Kentucky,33,2007-10-31
Louisiana,47,2007-10-31
Maine,25,2007-10-31
Maryland,49,2007-10-31
Massachusetts,36,2007-10-31
Michigan,55,2007-10-31
Minnesota,56,2007-10-31
Mississippi,75,2007-10-31
Missouri,48,2007-10-31
Montana,26,2007-10-31
Nebraska,47,2007-10-31
Nevada,94,2007-10-31
New Hampshire,38,2007-10-31
New Jersey,52,2007-10-31
New Mexico,47,2007-10-31
New York,45,2007-10-31
North Carolina,59,2007-10-31
North Dakota,45,2007-10-31
Ohio,41,2007-10-31
Oklahoma,47,2007-10-31
Oregon,74,2007-10-31
Pennsylvania,50,2007-10-31
Rhode Island,62,2007-10-31
South Carolina,42,2007-10-31
South Dakota,35,2007-10-31
Tennessee,55,2007-10-31
Texas,57,2007-10-31
Utah,55,2007-10-31
Vermont,33,2007-10-31
Virginia,55,2007-10-31
Washington,68,2007-10-31
West Virginia,0,2007-10-31
Wisconsin,40,2007-10-31
Wyoming,42,2007-10-31
Alabama,60,2007-11-30
Alaska,55,2007-11-30
Arizona,86,2007-11-30
Arkansas,51,2007-11-30
California,60,2007-11-30
Colorado,72,2007-11-30
Connecticut,65,2007-11-30
Delaware,60,2007-11-30
District of Columbia,48,2007-11-30
Florida,92,2007-11-30
Georgia,78,2007-11-30
Hawaii,45,2007-11-30
Idaho,52,2007-11-30
Illinois,49,2007-11-30
Indiana,56,2007-11-30
Iowa,44,2007-11-30
Kansas,67,2007-11-30
Kentucky,48,2007-11-30
Louisiana,50,2007-11-30
Maine,58,2007-11-30
Maryland,66,2007-11-30
Massachusetts,35,2007-11-30
Michigan,54,2007-11-30
Minnesota,57,2007-11-30
Mississippi,35,2007-11-30
Missouri,46,2007-11-30
Montana,20,2007-11-30
Nebraska,37,2007-11-30
Nevada,88,2007-11-30
New Hampshire,51,2007-11-30
New Jersey,52,2007-11-30
New Mexico,67,2007-11-30
New York,55,2007-11-30
North Carolina,72,2007-11-30
North Dakota,14,2007-11-30
Ohio,58,2007-11-30
Oklahoma,80,2007-11-30
Oregon,56,2007-11-30
Pennsylvania,43,2007-11-30
Rhode Island,51,2007-11-30
South Carolina,65,2007-11-30
South Dakota,100,2007-11-30
Tennessee,50,2007-11-30
Texas,61,2007-11-30
Utah,74,2007-11-30
Vermont,26,2007-11-30
Virginia,57,2007-11-30
Washington,69,2007-11-30
West Virginia,49,2007-11-30
Wisconsin,40,2007-11-30
Wyoming,97,2007-11-30
Alabama,53,2007-12-31
Alaska,49,2007-12-31
Arizona,87,2007-12-31
Arkansas,79,2007-12-31
California,56,2007-12-31
Colorado,74,2007-12-31
Connecticut,41,2007-12-31
Delaware,50,2007-12-31
District of Columbia,50,2007-12-31
Florida,100,2007-12-31
Georgia,71,2007-12-31
Hawaii,44,2007-12-31
Idaho,61,2007-12-31
Illinois,52,2007-12-31
Indiana,45,2007-12-31
Iowa,24,2007-12-31
Kansas,71,2007-12-31
Kentucky,57,2007-12-31
Louisiana,55,2007-12-31
Maine,27,2007-12-31
Maryland,62,2007-12-31
Massachusetts,50,2007-12-31
Michigan,57,2007-12-31
Minnesota,69,2007-12-31
Mississippi,75,2007-12-31
Missouri,69,2007-12-31
Montana,33,2007-12-31
Nebraska,67,2007-12-31
Nevada,85,2007-12-31
New Hampshire,57,2007-12-31
New Jersey,59,2007-12-31
New Mexico,79,2007-12-31
New York,53,2007-12-31
North Carolina,75,2007-12-31
North Dakota,43,2007-12-31
Ohio,52,2007-12-31
Oklahoma,61,2007-12-31
Oregon,58,2007-12-31
Pennsylvania,53,2007-12-31
Rhode Island,30,2007-12-31
South Carolina,83,2007-12-31
South Dakota,47,2007-12-31
Tennessee,74,2007-12-31
Texas,56,2007-12-31
Utah,63,2007-12-31
Vermont,43,2007-12-31
Virginia,54,2007-12-31
Washington,63,2007-12-31
West Virginia,39,2007-12-31
Wisconsin,47,2007-12-31
Wyoming,31,2007-12-31
Alabama,51,2008-01-31
Alaska,40,2008-01-31
Arizona,95,2008-01-31
Arkansas,55,2008-01-31
California,63,2008-01-31
Colorado,83,2008-01-31
Connecticut,55,2008-01-31
Delaware,42,2008-01-31
District of Columbia,60,2008-01-31
Florida,100,2008-01-31
Georgia,77,2008-01-31
Hawaii,37,2008-01-31
Idaho,84,2008-01-31
Illinois,51,2008-01-31
Indiana,78,2008-01-31
Iowa,10,2008-01-31
Kansas,71,2008-01-31
Kentucky,61,2008-01-31
Louisiana,85,2008-01-31
Maine,60,2008-01-31
Maryland,59,2008-01-31
Massachusetts,50,2008-01-31
Michigan,54,2008-01-31
Minnesota,57,2008-01-31
Mississippi,72,2008-01-31
Missouri,73,2008-01-31
Montana,43,2008-01-31
Nebraska,67,2008-01-31
Nevada,89,2008-01-31
New Hampshire,42,2008-01-31
New Jersey,48,2008-01-31
New Mexico,87,2008-01-31
New York,46,2008-01-31
North Carolina,73,2008-01-31
North Dakota,19,2008-01-31
Ohio,58,2008-01-31
Oklahoma,79,2008-01-31
Oregon,54,2008-01-31
Pennsylvania,49,2008-01-31
Rhode Island,58,2008-01-31
South Carolina,73,2008-01-31
South Dakota,30,2008-01-31
Tennessee,62,2008-01-31
Texas,59,2008-01-31
Utah,64,2008-01-31
Vermont,9,2008-01-31
Virginia,57,2008-01-31
Washington,64,2008-01-31
West Virginia,17,2008-01-31
Wisconsin,42,2008-01-31
Wyoming,57,2008-01-31
Alabama,53,2008-02-29
Alaska,33,2008-02-29
Arizona,71,2008-02-29
Arkansas,37,2008-02-29
California,58,2008-02-29
Colorado,75,2008-02-29
Connecticut,52,2008-02-29
Delaware,65,2008-02-29
District of Columbia,47,2008-02-29
Florida,99,2008-02-29
Georgia,70,2008-02-29
Hawaii,47,2008-02-29
Idaho,63,2008-02-29
Illinois,58,2008-02-29
